moeGao_Abra_L	moeGao_Abra_R	moeGao_Abra_acidity	moeGao_Abra_basicity	moeGao_Abra_pi	moe2D_BCUT_PEOE_0	moe2D_BCUT_PEOE_1	moe2D_BCUT_PEOE_2	moe2D_BCUT_PEOE_3	moe2D_BCUT_SLOGP_0	moe2D_BCUT_SLOGP_1	moe2D_BCUT_SLOGP_2	moe2D_BCUT_SLOGP_3	moe2D_BCUT_SMR_0	moe2D_BCUT_SMR_1	moe2D_BCUT_SMR_2	moe2D_BCUT_SMR_3	moe2D_GCUT_PEOE_0	moe2D_GCUT_PEOE_1	moe2D_GCUT_PEOE_2	moe2D_GCUT_PEOE_3	moe2D_GCUT_SLOGP_0	moe2D_GCUT_SLOGP_1	moe2D_GCUT_SLOGP_2	moe2D_GCUT_SLOGP_3	moe2D_GCUT_SMR_0	moe2D_GCUT_SMR_1	moe2D_GCUT_SMR_2	moe2D_GCUT_SMR_3	moe2D_Kier1	moe2D_Kier2	moe2D_Kier3	moe2D_KierA1	moe2D_KierA2	moe2D_KierA3	moe2D_KierFlex	moe2D_PEOE_PC.	moe2D_PEOE_PC..1	moe2D_PEOE_RPC.	moe2D_PEOE_RPC..1	moe2D_PEOE_VSA.0	moe2D_PEOE_VSA.1	moe2D_PEOE_VSA.2	moe2D_PEOE_VSA.3	moe2D_PEOE_VSA.4	moe2D_PEOE_VSA.5	moe2D_PEOE_VSA.6	moe2D_PEOE_VSA.0.1	moe2D_PEOE_VSA.1.1	moe2D_PEOE_VSA.2.1	moe2D_PEOE_VSA.3.1	moe2D_PEOE_VSA.4.1	moe2D_PEOE_VSA.5.1	moe2D_PEOE_VSA.6.1	moe2D_PEOE_VSA_FHYD	moe2D_PEOE_VSA_FNEG	moe2D_PEOE_VSA_FPNEG	moe2D_PEOE_VSA_FPOL	moe2D_PEOE_VSA_FPOS	moe2D_PEOE_VSA_FPPOS	moe2D_PEOE_VSA_HYD	moe2D_PEOE_VSA_NEG	moe2D_PEOE_VSA_PNEG	moe2D_PEOE_VSA_POL	moe2D_PEOE_VSA_POS	moe2D_PEOE_VSA_PPOS	moe2D_Q_PC.	moe2D_Q_PC..1	moe2D_Q_RPC.	moe2D_Q_RPC..1	moe2D_Q_VSA_FHYD	moe2D_Q_VSA_FNEG	moe2D_Q_VSA_FPNEG	moe2D_Q_VSA_FPOL	moe2D_Q_VSA_FPOS	moe2D_Q_VSA_FPPOS	moe2D_Q_VSA_HYD	moe2D_Q_VSA_NEG	moe2D_Q_VSA_PNEG	moe2D_Q_VSA_POL	moe2D_Q_VSA_POS	moe2D_Q_VSA_PPOS	moe2D_SMR	moe2D_SMR_VSA0	moe2D_SMR_VSA1	moe2D_SMR_VSA2	moe2D_SMR_VSA3	moe2D_SMR_VSA4	moe2D_SMR_VSA5	moe2D_SMR_VSA6	moe2D_SMR_VSA7	moe2D_SlogP	moe2D_SlogP_VSA0	moe2D_SlogP_VSA1	moe2D_SlogP_VSA2	moe2D_SlogP_VSA3	moe2D_SlogP_VSA4	moe2D_SlogP_VSA5	moe2D_SlogP_VSA6	moe2D_SlogP_VSA7	moe2D_SlogP_VSA8	moe2D_SlogP_VSA9	moe2D_TPSA	moe2D_VAdjEq	moe2D_VAdjMa	moe2D_VDistEq	moe2D_VDistMa	moe2D_Weight	moe2D_a_IC	moe2D_a_ICM	moe2D_a_acc	moe2D_a_aro	moe2D_a_count	moe2D_a_don	moe2D_a_heavy	moe2D_a_hyd	moe2D_a_nBr	moe2D_a_nC	moe2D_a_nCl	moe2D_a_nF	moe2D_a_nH	moe2D_a_nN	moe2D_a_nO	moe2D_apol	moe2D_b_1rotN	moe2D_b_1rotR	moe2D_b_ar	moe2D_b_count	moe2D_b_double	moe2D_b_heavy	moe2D_b_rotN	moe2D_b_rotR	moe2D_b_single	moe2D_b_triple	moe2D_balabanJ	moe2D_bpol	moe2D_chi0	moe2D_chi0_C	moe2D_chi0v	moe2D_chi0v_C	moe2D_chi1	moe2D_chi1_C	moe2D_chi1v	moe2D_chi1v_C	moeGao_chi2_C	moeGao_chi2v_C	moeGao_chi3c	moeGao_chi3c_C	moeGao_chi3cv	moeGao_chi3cv_C	moeGao_chi3p	moeGao_chi3p_C	moeGao_chi3pv	moeGao_chi3pv_C	moeGao_chi4c	moeGao_chi4c_C	moeGao_chi4ca	moeGao_chi4ca_C	moeGao_chi4cav	moeGao_chi4cav_C	moeGao_chi4cv	moeGao_chi4cv_C	moeGao_chi4pc	moeGao_chi4pc_C	moeGao_chi4pcv	moeGao_chi4pcv_C	moe2D_chiral	moe2D_chiral_u	moe2D_density	moe2D_diameter	moe2D_kS_aaCH	moe2D_kS_aaN	moe2D_kS_aaaC	moe2D_kS_aasC	moe2D_kS_dCH2	moe2D_kS_dO	moe2D_kS_dsCH	moe2D_kS_dsN	moe2D_kS_dssC	moe2D_kS_sBr	moe2D_kS_sCH3	moe2D_kS_sCl	moe2D_kS_sF	moe2D_kS_sNH2	moe2D_kS_sOH	moe2D_kS_ssCH2	moe2D_kS_ssNH	moe2D_kS_ssO	moe2D_kS_sssCH	moe2D_kS_sssN	moe2D_kS_ssssC	moe2D_kS_tCH	moe2D_kS_tNH	moe2D_kS_tsC	moe2D_lip_acc	moe2D_lip_don	moe2D_lip_violation	moe2D_logP.o.w.	moe2D_logS	moe2D_mr	moe2D_opr_brigid	moe2D_opr_leadlike	moe2D_opr_nring	moe2D_opr_nrot	moe2D_opr_violation	moe2D_petitjean	moe2D_petitjeanSC	moe2D_radius	moe2D_reactive	moe2D_rings	moe2D_vdw_area	moe2D_vdw_vol	moe2D_vsa_acc	moe2D_vsa_don	moe2D_vsa_hyd	moe2D_vsa_other	moe2D_vsa_pol	moe2D_weinerPath	moe2D_weinerPol	moe2D_zagreb	Activity
5.224	0.229	0.207	0.559	0.377	-2.711	0.02298	0.1182	2.64	-2.676	0.123	0.2142	2.802	-2.457	0.09627	0.1057	2.895	-0.8415	-0.137	-0.04179	2.427	-1.363	-0.037	0.0542	2.559	-0.5323	-0.06373	-0.0543	2.644	10	9	9.143	10	9	9.143	9	0.7631	-0.7631	0.1549	0.4324	81.04	0	17.24	0	0	0	0	21.89	70.96	0	0	0	0	6.651	0.9664	0.5031	0.03363	0.03363	0.4969	0	191.1	99.5	6.651	6.651	98.28	0	0.99	-0.99	0.3636	1	0.8125	0.03363	0.03363	0.1875	0.9664	0.1539	160.7	6.651	6.651	37.08	191.1	30.43	4.705	0	0	0	0	32.9	132.1	18.44	33.33	2.696	32.9	0	0	18.44	0	0	0	0	132.1	33.33	26.02	0.6801	4.17	2.957	6.228	143.3	32.81	1.058	1	0	31	1	10	9	0	9	0	0	21	1	0	30.94	7	0.7778	0	30	0	9	7	0.7778	30	0	2.648	22.3	7.657	6.657	7.234	6.657	4.914	4.207	4.615	4.207	2.621	2.621	0	0	0	0	1.957	1.604	1.808	1.604	0	0	1.207	0.9571	1.101	0.9571	0	0	0	0	0	0	0	0	0.5767	9	0	0	0	0	0	0	0	0	0	0	2.25	0	0	5.369	0	10.38	0	0	0	0	0	0	0	0	1	1	0	2.981	-2.902	4.691	0	1	0	7	0	0.4444	0.8	5	0	0	197.8	248.4	0	0	160.4	0	17.74	165	7	34	4.82
4.725	0.229	0.207	0.559	0.377	-2.7	0.02298	0.1182	2.629	-2.676	0.123	0.2142	2.787	-2.446	0.09627	0.1057	2.883	-0.8415	-0.137	-0.04179	2.371	-1.363	-0.037	0.0542	2.498	-0.5319	-0.06373	-0.0543	2.587	9	8	8	9	8	8	8	0.71	-0.71	0.1665	0.4647	72.51	0	17.24	0	0	0	0	21.89	62.25	0	0	0	0	6.651	0.9632	0.5029	0.03684	0.03684	0.4971	0	173.9	90.8	6.651	6.651	89.75	0	0.99	-0.99	0.3636	1	0.7946	0.03684	0.03684	0.2054	0.9632	0.1685	143.5	6.651	6.651	37.08	173.9	30.43	4.243	0	0	0	0	32.9	113.2	18.44	33.33	2.306	32.9	0	0	18.44	0	0	0	0	113.2	33.33	26.02	0.717	4	2.794	5.917	129.2	29.9	1.068	1	0	28	1	9	8	0	8	0	0	19	1	0	27.85	6	0.75	0	27	0	8	6	0.75	27	0	2.595	20.11	6.95	5.95	6.527	5.95	4.414	3.707	4.115	3.707	2.268	2.268	0	0	0	0	1.707	1.354	1.558	1.354	0	0	1.03	0.7803	0.9247	0.7803	0	0	0	0	0	0	0	0	0.577	8	0	0	0	0	0	0	0	0	0	0	2.239	0	0	5.343	0	8.918	0	0	0	0	0	0	0	0	1	1	0	2.539	-2.387	4.229	0	1	0	6	0	0.5	1	4	0	0	180.5	224	0	0	144.6	0	17.74	120	6	30	4.4
5.033	0.184	0.03	0.348	0.93	-2.69	-0.1625	0.1639	2.628	-2.52	-0.05645	0.2463	2.797	-2.44	-0.008011	0.2964	2.878	-0.802	-0.2303	-0.04801	2.357	-0.6196	-0.1197	0.03811	2.505	-0.5318	-0.09555	0.04599	2.57	10	9	9.143	8.532	7.528	7.525	6.423	0.5695	-0.5695	0.1098	0.3451	81.21	20.3	0	0	0	0	0	8.701	62.25	0	17.74	0	0	0	1	0.4663	0	0	0.5337	0	190.2	88.7	0	0	101.5	0	0.5571	-0.5571	0.641	1	0.8	0.09328	0.09328	0.2	0.9067	0.1067	152.2	17.74	17.74	38.04	172.5	20.3	4.361	0	31.06	0	16.6	0	132.1	0	33.33	3.261	0	0	0	47.66	0	0	0	0	132.1	33.33	23.79	0.6801	4.17	2.957	6.228	139.2	30.37	1.125	1	0	27	0	10	8	0	9	0	0	17	1	0	28.28	6	0.6667	0	26	0	9	7	0.7778	25	1	2.654	19.24	7.657	6.657	6.897	6.45	4.914	4.207	4.284	4.061	2.621	2.518	0	0	0	0	1.957	1.604	1.642	1.53	0	0	1.207	0.9571	0.9844	0.9053	0	0	0	0	0	0	0	0	0.5931	9	0	0	0	0	0	0	0	0	0	0	2.218	0	0	0	0	8.405	0	0	0	0	0	0	8.219	2.159	1	0	0	3.031	-3.268	4.577	0	1	0	7	0	0.4444	0.8	5	0	0	190.2	234.8	17.74	0	140.1	20.3	17.74	165	7	34	4.3
3.771	0.829	0.573	0.433	0.875	-2.159	-0.6438	0.7022	2.102	-1.964	-0.5381	0.8059	2.325	-1.838	-0.4999	0.8543	2.425	-0.7654	-0.3827	0.08214	1.847	-0.7617	-0.2639	0.1645	2.047	-0.4292	-0.2161	0.1931	2.146	5.143	2.344	1.5	3.459	1.452	0.8457	0.7177	0.604	-0.604	0.3598	0.5958	0	29.79	0	0	10.32	0	0	24.51	36.76	0	0	0	0	7.768	0.8343	0.6325	0.07116	0.1657	0.3675	0.09459	91.06	69.04	7.768	18.09	40.11	10.32	1.282	-1.282	0.3509	0.4152	0.8343	0.6325	0.07116	0.1657	0.3675	0.09459	91.06	69.04	7.768	18.09	40.11	10.32	2.811	0	25.39	0	5.243	0	88.22	0	0	1.392	25.39	0	0	0	0	0	0	88.22	0	5.243	20.23	0.8631	3.807	1.761	5.255	94.11	17.09	1.314	1	6	13	1	7	6	0	6	0	0	6	0	1	15.36	0	0	6	13	0	7	0	0	7	0	2.215	6.559	5.113	4.113	3.834	3.387	3.394	2.816	2.134	1.911	1.927	1.077	0.2887	0	0.07454	0	1.894	1.316	0.7562	0.6071	0	0	1.307	0.8985	0.428	0.3419	0	0	0.4082	0	0.08607	0	0	0	0.685	4	8.713	0	0	0.3218	0	0	0	0	0	0	0	0	0	0	8.632	0	0	0	0	0	0	0	0	0	1	1	0	1.598	-1.023	2.905	6	1	1	0	0	0.25	0.3333	3	0	1	109.2	137.4	0	0	87.5	0	13.57	42	5	30	6.22
3.37	0.152	0.618	0.411	0.508	-2.565	-0.3363	0.3105	2.545	-2.447	-0.2768	0.3032	2.674	-2.33	-0.1674	0.4228	2.779	-0.788	-0.3409	0.0172	2.059	-0.8725	-0.2253	0.01282	2.154	-0.5282	-0.1739	0.1177	2.265	7	4.167	6	6.047	3.498	4.877	3.021	0.7615	-0.7615	0.3409	0.435	47.09	0	0	0	10.32	14.71	0	8.701	27.45	0	0	0	13.57	7.768	0.6422	0.4435	0.1646	0.3578	0.5565	0.1931	83.24	57.48	21.33	46.37	72.12	25.03	1.22	-1.22	0.5402	0.5328	0.6422	0.1646	0.1646	0.3578	0.8354	0.1931	83.24	21.33	21.33	46.37	108.3	25.03	2.716	23.86	0	25.39	0	0	56.61	7.745	33.33	1.261	0	7.745	23.86	25.39	0	0	0	0	56.61	33.33	37.3	0.8031	3.585	2.213	5.196	102.1	22.66	1.333	2	0	17	2	7	4	0	5	0	0	10	0	2	17.07	3	0.5	0	16	1	6	3	0.5	15	0	2.714	11.89	5.699	3.699	4.477	3.621	3.27	2.115	2.488	2.061	1.142	1.104	0.4082	0	0.06455	0	1.135	0.5577	0.7442	0.5303	0	0	0.6124	0.2041	0.328	0.1768	0	0	0.2887	0	0.04564	0	0	0	0.7008	5	0	0	0	0	0	9.758	0	0	-0.6927	0	1.975	0	0	0	8.045	2.081	0	0	0	0	0	0	0	0	2	1	0	1.28	-0.8259	2.812	0	1	0	3	0	0.4	0.6667	3	0	0	129.6	145.7	0	0	76.83	14.71	27.13	52	4	24	3.12
3.119	0.205	0.375	0.385	0.449	-2.618	-0.2164	0.2865	2.564	-2.519	-0.1426	0.2762	2.698	-2.376	-0.1226	0.3505	2.806	-0.8026	-0.2277	-0.01766	2.1	-0.8737	-0.1296	-0.02476	2.209	-0.5307	-0.1231	0.04374	2.307	6	5	5.333	6	5	5.333	5	0.5971	-0.5971	0.3507	0.6616	53.34	8.531	0	0	10.32	0	0	8.701	36.15	0	0	0	0	7.768	0.8551	0.4216	0.06223	0.1449	0.5784	0.08272	106.7	52.62	7.768	18.09	72.19	10.32	0.68	-0.68	0.5882	1	0.7353	0.06223	0.06223	0.2647	0.9378	0.2025	91.77	7.768	7.768	33.04	117	25.28	2.661	0	25.39	0	0	0	56.61	20.93	33.33	1.169	25.39	0	0	20.93	0	0	0	0	56.61	33.33	20.23	0.8524	3.322	2.149	4.704	88.15	20.43	1.135	1	0	18	1	6	5	0	5	0	0	12	0	1	17.6	3	0.6	0	17	0	5	3	0.6	17	0	2.339	13.12	4.828	3.828	4.276	3.828	2.914	2.207	2.523	2.207	1.207	1.207	0	0	0	0	0.9571	0.6036	0.7617	0.6036	0	0	0.5	0.25	0.3618	0.25	0	0	0	0	0	0	0	0	0.6098	5	0	0	0	0	0	0	0	0	0	0	2.121	0	0	0	8.197	3.682	0	0	0	0	0	0	0	0	1	1	0	1.435	-0.9474	2.727	0	1	0	3	0	0.4	0.6667	3	0	0	124.8	144.6	0	0	98.89	0	13.57	35	3	18	2.21
2.729	0.229	0.207	0.559	0.377	-2.597	0.02298	0.1182	2.523	-2.667	0.123	0.2142	2.631	-2.341	0.09627	0.1057	2.776	-0.8412	-0.137	-0.04179	2.009	-1.363	-0.037	0.0542	2.088	-0.5276	-0.06373	-0.0543	2.226	5	4	4	5	4	4	4	0.4978	-0.4978	0.2375	0.6629	38.39	0	17.24	0	0	0	0	21.89	27.45	0	0	0	0	6.651	0.9404	0.5016	0.05959	0.05959	0.4984	0	105	55.99	6.651	6.651	55.63	0	0.99	-0.99	0.3636	1	0.6678	0.05959	0.05959	0.3322	0.9404	0.2726	74.54	6.651	6.651	37.08	105	30.43	2.396	0	0	0	0	32.9	37.74	18.44	33.33	0.7452	32.9	0	0	18.44	0	0	0	0	37.74	33.33	26.02	0.9044	3	1.846	4.146	73.14	17.95	1.122	1	0	16	1	5	4	0	4	0	0	11	1	0	15.47	2	0.5	0	15	0	4	2	0.5	15	0	2.191	11.37	4.121	3.121	3.699	3.121	2.414	1.707	2.115	1.707	0.8536	0.8536	0	0	0	0	0.7071	0.3536	0.5577	0.3536	0	0	0.3536	0	0.2041	0	0	0	0	0	0	0	0	0	0.5792	4	0	0	0	0	0	0	0	0	0	0	2.132	0	0	5.139	0	3.229	0	0	0	0	0	0	0	0	1	1	0	0.771	-0.3261	2.378	0	1	0	2	0	0.5	1	2	0	0	111.6	126.3	0	0	81.32	0	17.74	20	2	14	2.69
5.416	0.664	0.03	0.133	0.553	-2.631	-0.5606	0.619	2.566	-2.484	-0.4568	0.7202	2.719	-2.379	-0.4265	0.7596	2.823	-0.7983	-0.3553	0.06555	2.332	-0.6923	-0.2357	0.147	2.476	-0.5309	-0.1921	0.1693	2.586	9.091	5.625	3.787	7.18	4.326	2.844	2.824	0.6002	-0.6002	0.1033	0.1088	46.92	21.33	0	0	0	0	0	19.61	97.42	0	0	0	0	0	1	0.6317	0	0	0.3683	0	185.3	117	0	0	68.25	0	0.8935	-0.8935	0.1679	0.1679	1	0.3426	0	0	0.6574	0	185.3	63.48	0	0	121.8	0	4.967	0	0	0	3.186	0	163.7	0	33.33	3.419	0	0	0	0	3.186	18.87	0	88.22	56.61	33.33	0	0.684	4.459	2.766	6.542	148.2	26.33	0.9751	0	6	27	0	11	11	0	11	0	0	16	0	0	30.03	4	0.3636	6	27	0	11	4	0.3636	21	0	1.979	17.49	7.941	7.941	7.215	7.215	5.432	5.432	4.471	4.471	4	2.943	0.2041	0.2041	0.1179	0.1179	2.941	2.941	1.912	1.912	0	0	2.159	2.159	1.224	1.224	0	0	0.433	0.433	0.2194	0.2194	0	0	0.5906	8	10.71	0	0	1.473	0	0	0	0	0	0	2.241	0	0	0	0	5.247	0	0	0	0	0	0	0	0	0	0	0	4.86	-3.92	5.036	6	1	1	4	0	0.5	1	4	0	1	185.3	251	0	0	173.9	0	0	182	10	46	4.94
7.164	1.294	0.542	1.061	1.283	-2.593	-0.6462	0.7001	2.527	-2.722	-0.5381	0.5873	2.455	-2.309	-0.4999	0.8543	2.805	-0.828	-0.3859	0.08088	2.352	-0.9919	-0.3793	0.07705	2.399	-0.5132	-0.2161	0.1931	2.626	11.08	6.453	3.704	8.706	4.96	2.793	3.322	1.327	-1.327	0.1579	0.2967	50.15	68.29	0	0	20.65	0	0	24.51	36.76	0	0	0	0	15.54	0.8324	0.3558	0.07196	0.1676	0.6442	0.09564	179.7	76.81	15.54	36.18	139.1	20.65	2.948	-2.948	0.1357	0.2843	0.5717	0.3558	0.07196	0.4283	0.6442	0.3564	123.4	76.81	15.54	92.47	139.1	76.94	5.283	0	50.77	3.124	0	2.757	88.22	78.73	0	0.4776	53.89	0	0	78.73	0	0	0	88.22	0	2.757	43.7	0.6194	4.7	2.654	7.097	181.2	40.78	1.457	2	6	28	2	13	10	0	10	0	0	15	1	2	30.31	5	0.3846	6	28	0	13	5	0.3846	22	0	2.333	18.38	9.519	6.941	7.557	6.215	6.381	3.816	4.399	2.911	1.927	1.077	0.3333	0	0.1863	0	3.635	1.316	1.861	0.6071	0	0	2.963	0.8985	1.25	0.3419	0	0	0.9428	0	0.4787	0	0	0	0.693	7	9.754	0	0	1.033	0	0	0	0	0	0	0	0	0	0	17.6	1.332	0	0	0	1.944	0	0	0	0	3	2	0	0.433	-0.9072	5.272	6	1	1	5	0	0.4286	0.75	4	0	1	215.9	261.5	0	0	170.5	0	27.13	260	15	56	2.39
2.859	0.306	0.03	0.424	0.558	-2.496	-0.1458	0.04872	2.474	-2.466	-0.01881	0.123	2.54	-2.266	0.06678	0.1057	2.702	-0.7734	-0.2951	-0.1113	1.968	-0.8451	-0.1896	-0.037	2.008	-0.5235	-0.1054	-0.0543	2.174	7	4.167	6	6.047	3.498	4.877	3.021	0.6756	-0.6756	0.3834	0.4669	52.87	23.48	0	0	0	14.71	0	8.701	18.75	0	0	0	13.57	2.504	0.7713	0.3234	0.1194	0.2287	0.6766	0.1093	103.8	43.52	16.07	30.78	91.06	14.71	1	-1	0.659	0.57	0.6602	0.1194	0.1194	0.3398	0.8806	0.2204	88.85	16.07	16.07	45.73	118.5	29.66	2.692	34.86	0	0	0	0	18.87	28.67	66.65	0.9595	0	7.745	34.86	20.93	0	0	0	0	18.87	66.65	26.3	0.8031	3.585	2.213	5.196	102.1	22.66	1.333	1	0	17	0	7	4	0	5	0	0	10	0	2	17.07	2	0.3333	0	16	1	6	3	0.5	15	0	2.714	13.81	5.699	3.992	4.731	3.914	3.27	1.784	2.404	1.707	0.5	0.5	0.4082	0	0.08333	0	1.135	0	0.5094	0	0	0	0.6124	0	0.2458	0	0	0	0.2887	0	0.05893	0	0	0	0.6906	5	0	0	0	0	0	9.98	0	0	-0.1927	0	3.374	0	0	0	0	1.453	0	4.552	0	0	0	0	0	0	2	0	0	1.14	-0.535	2.836	0	1	0	2	0	0.4	0.6667	3	0	0	134.6	147.9	13.57	0	96.68	17.21	13.57	52	4	24	3.23
2.23	0.229	0.207	0.559	0.377	-2.535	0.02302	0.1182	2.455	-2.655	0.123	0.2142	2.522	-2.277	0.09627	0.1057	2.709	-0.8414	-0.137	-0.04179	1.855	-1.363	-0.037	0.0542	1.904	-0.5228	-0.06373	-0.0543	2.072	4	3	4	4	3	4	3	0.4448	-0.4448	0.2658	0.7419	29.86	0	17.24	0	0	0	0	21.89	18.75	0	0	0	0	6.651	0.9295	0.501	0.07047	0.07047	0.499	0	87.74	47.29	6.651	6.651	47.1	0	0.99	-0.99	0.3636	1	0.6071	0.07047	0.07047	0.3929	0.9295	0.3224	57.31	6.651	6.651	37.08	87.74	30.43	1.935	0	0	0	0	32.9	18.87	18.44	33.33	0.3551	32.9	0	0	18.44	0	0	0	0	18.87	33.33	26.02	0.9544	2.585	1.459	3.446	59.11	14.82	1.14	1	0	13	1	4	3	0	3	0	0	9	1	0	12.38	1	0.3333	0	12	0	3	1	0.3333	12	0	1.975	9.179	3.414	2.414	2.992	2.414	1.914	1.207	1.615	1.207	0.5	0.5	0	0	0	0	0.5	0	0.2887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5804	3	0	0	0	0	0	0	0	0	0	0	2.056	0	0	5.028	0	1.917	0	0	0	0	0	0	0	0	1	1	0	0.329	0.1891	1.913	0	1	0	1	0	0.3333	0.5	2	0	0	94.39	101.9	0	0	65.52	0	17.74	10	1	10	2.28
7.22	0.229	0.207	0.559	0.377	-2.736	0.02298	0.1182	2.665	-2.676	0.123	0.2142	2.835	-2.482	0.09627	0.1057	2.92	-0.8415	-0.137	-0.04179	2.591	-1.363	-0.037	0.0542	2.734	-0.5348	-0.06373	-0.0543	2.806	14	13	13.09	14	13	13.09	13	0.9753	-0.9753	0.1212	0.3383	115.2	0	17.24	0	0	0	0	21.89	105.8	0	0	0	0	6.651	0.9751	0.5036	0.02494	0.02494	0.4964	0	260.1	134.3	6.651	6.651	132.4	0	0.99	-0.99	0.3636	1	0.861	0.02494	0.02494	0.139	0.9751	0.1141	229.6	6.651	6.651	37.08	260.1	30.43	6.552	0	0	0	0	32.9	207.6	18.44	33.33	4.256	32.9	0	0	18.44	0	0	0	0	207.6	33.33	26.02	0.5647	4.7	3.47	7.214	199.4	44.34	1.031	1	0	43	1	14	13	0	13	0	0	29	1	0	43.32	11	0.8462	0	42	0	13	11	0.8462	42	0	2.785	31.04	10.49	9.485	10.06	9.485	6.914	6.207	6.615	6.207	4.036	4.036	0	0	0	0	2.957	2.604	2.808	2.604	0	0	1.914	1.664	1.809	1.664	0	0	0	0	0	0	0	0	0.576	13	0	0	0	0	0	0	0	0	0	0	2.275	0	0	5.437	0	16.29	0	0	0	0	0	0	0	0	1	1	0	4.749	-4.963	6.535	0	1	0	11	1	0.4615	0.8571	7	0	0	266.7	346.1	0	0	223.6	0	17.74	455	11	50	6.45
6.222	0.229	0.207	0.559	0.377	-2.726	0.02298	0.1182	2.655	-2.676	0.123	0.2142	2.823	-2.472	0.09627	0.1057	2.91	-0.8415	-0.137	-0.04179	2.519	-1.363	-0.037	0.0542	2.658	-0.534	-0.06373	-0.0543	2.735	12	11	11.11	12	11	11.11	11	0.8692	-0.8692	0.136	0.3796	98.1	0	17.24	0	0	0	0	21.89	88.36	0	0	0	0	6.651	0.9714	0.5034	0.02864	0.02864	0.4966	0	225.6	116.9	6.651	6.651	115.3	0	0.99	-0.99	0.3636	1	0.8403	0.02864	0.02864	0.1597	0.9714	0.131	195.2	6.651	6.651	37.08	225.6	30.43	5.628	0	0	0	0	32.9	169.8	18.44	33.33	3.476	32.9	0	0	18.44	0	0	0	0	169.8	33.33	26.02	0.6167	4.459	3.236	6.763	171.3	38.6	1.043	1	0	37	1	12	11	0	11	0	0	25	1	0	37.13	9	0.8182	0	36	0	11	9	0.8182	36	0	2.727	26.67	9.071	8.071	8.648	8.071	5.914	5.207	5.615	5.207	3.328	3.328	0	0	0	0	2.457	2.104	2.308	2.104	0	0	1.561	1.311	1.455	1.311	0	0	0	0	0	0	0	0	0.5763	11	0	0	0	0	0	0	0	0	0	0	2.265	0	0	5.409	0	13.33	0	0	0	0	0	0	0	0	1	1	0	3.865	-3.933	5.613	0	1	0	9	0	0.4545	0.8333	6	0	0	232.2	297.3	0	0	192	0	17.74	286	9	42	2.91
4.791	1.066	0.277	0.421	1.101	-2.206	-0.6138	0.6518	2.137	-2.32	-0.4335	0.8401	2.342	-1.853	-0.4107	0.8712	2.491	-0.8066	-0.3778	0.06201	1.897	-1.334	-0.2046	0.2707	2.101	-0.4055	-0.1718	0.2812	2.227	6.125	2.52	1.488	4.964	1.972	1.129	1.224	0.5881	-0.5881	0.2108	0.512	6.7	21.58	17.24	0	0	0	0	24.51	54.09	0	0	0	0	6.651	0.9491	0.6519	0.05086	0.05086	0.3481	0	124.1	85.25	6.651	6.651	45.52	0	1.677	-1.677	0.2385	0.5367	0.8173	0.6519	0.05086	0.1827	0.3481	0.1318	106.9	85.25	6.651	23.89	45.52	17.24	3.586	0	0	0	3.501	2.757	103.5	0	39.15	1.922	32.9	0	0	0	0	0	3.501	70.57	0	41.91	26.02	0.8113	4	1.835	5.673	127.6	22.28	1.592	0	6	14	1	8	7	0	6	1	0	6	1	0	17.84	0	0	6	14	0	8	0	0	8	0	2.357	6.319	5.983	3.983	5.021	3.309	3.805	2.65	2.683	1.827	1.756	1.007	0.4714	0	0.247	0	2.54	1.158	1.249	0.5536	0	0	1.502	0.7601	0.6108	0.3036	0	0	1.138	0	0.4742	0	0	0	0.7999	4	7.221	0	0.6181	0.6335	0	0	0	0	0	0	0	5.584	0	5.388	0	0	0	0	0	0	0	0	0	0	1	1	0	1.824	-1.84	3.512	6	1	1	0	0	0.25	0.3333	3	0	1	130.8	159.5	0	17.74	104	0	17.74	60	8	36	4.35
