moei3D_AM1_E	moei3D_AM1_Eele	moei3D_AM1_HF	moei3D_AM1_HOMO	moei3D_AM1_IP	moei3D_AM1_LUMO	moei3D_AM1_dipole	moei3D_ASA	moei3D_ASA.	moei3D_ASA..1	moei3D_ASA_H	moei3D_ASA_P	moei3D_CASA.	moei3D_CASA..1	moei3D_DASA	moei3D_DCASA	moei3D_E	moei3D_E_ang	moei3D_E_ele	moei3D_E_nb	moei3D_E_oop	moex3D_E_rnb	moex3D_E_rsol	moei3D_E_sol	moei3D_E_stb	moei3D_E_str	moei3D_E_strain	moei3D_E_tor	moei3D_E_vdw	moei3D_FASA.	moei3D_FASA..1	moei3D_FASA_H	moei3D_FASA_P	moei3D_FCASA.	moei3D_FCASA..1	moei3D_MNDO_E	moei3D_MNDO_Eele	moei3D_MNDO_HF	moei3D_MNDO_HOMO	moei3D_MNDO_IP	moei3D_MNDO_LUMO	moei3D_MNDO_dipole	moei3D_PM3_E	moei3D_PM3_Eele	moei3D_PM3_HF	moei3D_PM3_HOMO	moei3D_PM3_IP	moei3D_PM3_LUMO	moei3D_PM3_dipole	moei3D_VSA	moei3D_dens	moei3D_dipole	moex3D_dipoleX	moex3D_dipoleY	moex3D_dipoleZ	moei3D_glob	moei3D_pmi	moex3D_pmiX	moex3D_pmiY	moex3D_pmiZ	moei3D_rgyr	moei3D_std_dim1	moei3D_std_dim2	moei3D_std_dim3	moei3D_vol	Activity
-52440	-325500	-90.51	-9.812	9.812	3.427	1.579	542.5	57.69	19.35	465.5	77.04	57.11	19.15	38.34	37.96	-5.791	1.256	0	16.87	0	0	0	-2.054	-0.2509	1.988	1.904	-25.66	16.87	0.1063	0.03566	0.858	0.142	0.1053	0.03531	-52670	-320900	-65.13	-10.45	10.45	3.019	1.532	-49640	-320800	-71.98	-9.492	9.492	2.958	1.47	301.2	0.7792	0.3675	-0.338	-0.1443	0.00252	0.01869	5269	1646	3602	21.54	5.141	5.155	0.9116	0.7048	255.9	6.45
-45260	-264400	-76.83	-9.813	9.813	3.442	1.574	481	57.69	19.35	404	77.04	57.11	19.15	38.34	37.96	-5.663	1.079	5.329e-15	14.1	0	0	0	-2.565	-0.2063	1.688	1.659	-22.33	14.1	0.1199	0.04023	0.8398	0.1602	0.1187	0.03982	-45450	-260900	-55.83	-10.45	10.45	3.034	1.534	-42740	-260300	-61.14	-9.494	9.494	2.961	1.469	261.7	0.7823	0.3675	-0.338	-0.1443	0.00252	0.02515	3350	1037	2295	18.44	4.422	4.432	0.9072	0.703	219	2.91
-33010	-129400	13.11	-8.624	8.624	0.2854	1.761	287.4	138.9	148.6	232.2	55.24	232.9	249.2	9.712	16.29	30.8	4.129	2.102	18.69	0.0002662	0	0	-5.795	0.06683	0.3694	1.022	7.541	16.59	0.4831	0.5169	0.8078	0.1922	0.8102	0.8668	-32600	-128400	15.06	-9.001	9.001	-0.1119	2.186	-29570	-124900	14.69	-8.664	8.664	0.1276	1.469	139.4	1.069	0.4275	0.3122	0.292	-0.00242	1.451e-06	497.7	299	198.6	0.02245	1.975	1.786	1.421	0.002151	119.4	4.35
-35310	-131800	-28.67	-9.259	9.259	0.02949	0.9376	279.1	116.1	162.9	239.4	39.71	152.1	213.4	46.8	61.29	18.03	1.094	0.7009	16.64	0.0002544	0	0	-4.286	-0.1903	0.485	0.9229	0.0008789	15.93	0.4161	0.5839	0.8577	0.1423	0.5449	0.7646	-34930	-130900	-33.59	-9.188	9.188	-0.2193	1.057	-32240	-128100	-28.16	-9.21	9.21	-0.02275	0.6681	132.6	1.117	0.3565	0.3119	-0.1726	-0.005212	1.683e-06	493.8	298.5	195.3	0.02314	1.96	1.676	1.407	0.002174	115.1	4
-30600	-129900	-29.45	-8.996	8.996	0.3703	1.417	286.1	131.4	104.7	246.7	39.47	167.7	133.6	26.7	34.07	25.61	1.004	-2.217	24.41	0.0002189	0	0	-6.929	-0.2986	0.5806	9.067	-0.08255	26.63	0.4592	0.3659	0.8621	0.1379	0.5859	0.4669	-30680	-129500	-31.6	-8.866	8.866	0.133	1.094	-28740	-127100	-30.88	-9.061	9.061	0.2715	1.398	134.1	0.9322	0.4618	-0.1491	0.437	0.003025	0.02905	376.6	225.4	149.6	1.616	1.866	1.845	1.383	0.3145	116	3.9
-36220	-129300	9.218	-9.602	9.602	-0.1423	1.97	292.2	92.79	199.4	292.2	0	88.52	190.2	106.6	101.7	20.62	0.2244	2.959	19.96	0.0002127	0	0	-1.93	0.1297	0.3071	1.331	0.0009014	17	0.3176	0.6824	1	0	0.3029	0.6511	-35340	-127500	8.557	-9.847	9.847	-0.5166	2.836	-32410	-124900	11.13	-9.294	9.294	-0.1682	1.351	142.5	1.198	0.8142	0.8141	0.01116	-0.006417	1.335e-06	614	357	257	0.02985	2.044	1.564	1.467	0.001807	122.8	4.19
-45980	-245800	3.83	-8.932	8.932	-0.119	1.405	371.7	193.8	173.7	340.2	31.56	364.9	327	20.1	37.84	47.03	1.41	-0.5773	39.76	0.0002387	0	0	-5.801	-0.7146	1.837	6.898	4.741	40.33	0.5214	0.4673	0.9151	0.08489	0.9815	0.8797	-46050	-244200	0.1182	-8.844	8.844	-0.05281	1.293	-43100	-240800	3.259	-9.06	9.06	-0.1242	1.346	193.2	0.9603	0.4236	0.1906	0.295	-0.2369	0.06138	1151	156.5	892.4	102.2	2.6	2.61	1.391	0.6467	177.2	4.5
-26800	-125600	7.434	-9.183	9.183	0.5232	0.469	301.5	123.4	82.94	301.5	0	109.5	73.57	40.48	35.91	38.49	0.07159	1.724	38.18	0.0002201	0	0	-2.342	-0.09096	0.4916	17.25	-0.1665	36.46	0.4093	0.275	1	0	0.363	0.244	-26860	-124900	8.333	-9.23	9.23	0.1846	0.04804	-25420	-123000	5.368	-9.287	9.287	0.3974	0.4634	145.4	0.8562	0.09269	-0.09268	-0.001123	-0.0001235	0.05411	383.2	227.3	152.7	3.213	1.9	1.803	1.552	0.4195	124	3.81
-33010	-127800	13.08	-8.577	8.577	0.2921	2.63	291.2	138.2	153	228.3	62.89	231.8	256.5	14.71	24.67	20.82	4.118	-6.566	8.743	0.0002751	0	0	-6.44	0.04992	0.3707	0.7419	7.541	15.31	0.4747	0.5253	0.784	0.216	0.7961	0.8809	-32600	-126800	13.75	-8.99	8.99	-0.1402	2.62	-29570	-123300	14.57	-8.584	8.584	0.1033	1.965	141.9	1.078	0.5755	-0.5017	0.2819	0.005086	1.396e-06	606.4	414.7	191.6	0.05413	2.18	1.856	1.354	0.002193	118.4	3.62
-38900	-159300	-36.23	-9.035	9.035	0.1333	1.614	311.1	118.4	142.9	262.8	48.33	154.2	186.1	24.49	31.91	21.39	1.089	-3.561	19.97	0.0002154	0	0	-6.489	-0.2227	0.6339	4.979	-0.08236	23.53	0.3805	0.4592	0.8447	0.1553	0.4958	0.5983	-38540	-158100	-40.06	-9.125	9.125	-0.2051	2.056	-35690	-155300	-37.16	-8.937	8.937	0.08587	1.527	152.4	1.082	0.5538	0.04547	0.5519	0.001375	0.02808	707.6	464.2	241.8	1.625	2.228	1.877	1.51	0.3145	131.8	4.4
-35310	-130100	-29.31	-9.124	9.124	0.09465	1.476	283	117.3	165.7	234.9	48.08	153.6	217	48.48	63.48	13.06	1.082	-3.588	11.69	0.0002619	0	0	-6.855	-0.212	0.495	0.7086	0.0008754	15.28	0.4144	0.5856	0.8301	0.1699	0.5426	0.7669	-34930	-129200	-34.52	-9.143	9.143	-0.1778	2.045	-32240	-126300	-28.39	-9.009	9.009	0.04843	1.394	135	1.13	0.5343	-0.5019	-0.1834	0.002443	1.419e-06	606.7	418.3	188.4	0.05458	2.172	1.721	1.368	0.00205	113.8	4.46
-30600	-128200	-29.79	-8.881	8.881	0.4259	1.308	289.9	133	99.56	241.8	48.17	169.7	127	33.43	42.66	16.12	1.006	-2.624	14.9	0.000219	0	0	-7.608	-0.3017	0.5985	1.135	-0.08269	17.52	0.4587	0.3434	0.8338	0.1662	0.5853	0.4381	-30690	-127900	-34.55	-8.82	8.82	0.183	1.139	-28740	-125400	-30.91	-8.952	8.952	0.3226	1.179	137.8	0.9194	0.4419	-0.3514	-0.2679	0.00079	0.02388	428.9	276.2	151.1	1.63	1.991	2.035	1.278	0.3145	117.6	3.76
-36220	-127600	7.974	-9.523	9.523	-0.2161	0	296.3	86.87	209.4	296.3	0	82.88	199.8	122.5	116.9	15.61	0.2219	0.209	14.95	0.000212	0	0	-1.327	0.1275	0.3067	0.583	0.0008791	14.74	0.2932	0.7068	1	0	0.2797	0.6743	-35340	-125900	6.39	-9.825	9.825	-0.5958	0	-32410	-123200	10.11	-9.235	9.235	-0.2431	0	144.5	1.184	0.001427	5.551e-17	-0.000177	0.001416	1.219e-06	852.2	603.3	248.8	0.07576	2.408	1.614	1.415	0.001783	124.1	4.27
-66150	-260700	12.16	-9.684	9.684	-1.193	1.306	412.6	45.93	366.7	384.6	27.99	49.95	398.8	320.7	348.8	41.66	1.638	2.874	39.65	0.0002573	0	0	-5.466	-0.08712	0.4582	3.998	0.0008712	36.77	0.1113	0.8887	0.9322	0.06783	0.1211	0.9664	-65520	-261100	1.138	-9.682	9.682	-1.255	1.467	-64260	-259900	24.57	-9.65	9.65	-1.141	1.149	230.9	2.164	0.4771	-0.4175	-0.2309	0.001477	1.329e-06	4461	2017	2444	0.206	3.022	1.857	1.701	0.002141	225.8	6.72
-49330	-144900	-38.02	-11.87	11.87	-0.6814	1.011	293.4	1.057	275.7	16.65	276.7	1.533	399.7	274.6	398.2	20.29	0.2253	10	18.97	0	0	0	-3.055	-0.07684	1.053	3.397	0.1134	8.974	0.003603	0.9396	0.05676	0.9432	0.005225	1.362	-47120	-141100	-33.04	-12.9	12.9	-1.173	1.173	-42350	-138600	-33.41	-10.77	10.77	-0.3749	0.8484	153.2	1.599	0.5233	0.2445	-0.1685	-0.4309	0.5427	831	277.4	337.2	216.4	2.027	1.226	1.041	0.9035	126.5	4.43
-68510	-269900	-44.74	-9.573	9.573	-0.9775	1.241	356.8	58.92	297.9	322.4	34.46	83.52	422.3	239	338.7	35.6	1.411	5.098	33.27	0.0002526	0	0	-8.094	0.1658	0.7524	1.762	0.0008594	28.17	0.1651	0.8349	0.9034	0.09658	0.2341	1.183	-66320	-265200	-46.32	-9.964	9.964	-1.514	1.813	-60040	-261600	-48.29	-9.136	9.136	-0.7894	1.104	196.3	1.535	0.5352	-0.5028	-0.1832	0.002621	1.342e-06	1981	932.3	1049	0.09583	2.727	1.812	1.636	0.002099	173.5	6.04
-62620	-230900	8.829	-9.948	9.948	-1.221	1.432	348.7	38.74	310	319.3	29.41	58.31	466.5	271.2	408.2	29.76	3.881	1.161	24.53	0.0001575	0	0	-6.496	0.696	0.6533	5.742	0.0006507	23.37	0.1111	0.8889	0.9157	0.08433	0.1672	1.338	-60390	-226600	5.952	-10.56	10.56	-1.762	1.092	-53910	-221900	2.519	-9.367	9.367	-1.016	1.608	186.8	1.543	0.114	-0.09882	0.05684	0.00257	7.782e-07	1804	812.3	991.5	0.07337	2.679	1.762	1.489	0.001554	162.9	5.73
-79050	-296500	-194	-9.272	9.272	-1.013	3.256	289	118.2	170.8	230.8	58.25	218.7	316	52.57	97.26	35.98	4.884	9.13	22.6	0.0002801	0	0	-3.618	0.3606	0.598	0.7379	7.541	13.47	0.409	0.591	0.7985	0.2015	0.7567	1.093	-78390	-296500	-199.9	-9.891	9.891	-1.66	3.193	-71600	-280800	-190.3	-9.514	9.514	-1.155	2.926	143.1	1.548	0.5273	-0.4598	0.2581	0.00475	1.459e-06	982.6	487.6	495	0.05164	2.317	1.835	1.46	0.002217	118.2	3.69
-84280	-323100	-217.1	-10.28	10.28	-1.776	1.649	297.5	112.4	185.1	239.5	58.05	170.8	281.4	72.71	110.5	18.18	2.283	-1.834	13.94	0.0001541	0	0	-10.04	0.7531	1.205	1.527	0.0008517	15.77	0.3778	0.6222	0.8049	0.1951	0.5743	0.9457	-83650	-322100	-228.8	-10.61	10.61	-2.015	1.824	-77000	-307300	-218.1	-10.72	10.72	-1.749	1.683	147.9	1.556	0.6797	-0.1662	-0.6591	-0.001372	1.551e-06	1164	571.4	592.9	0.06732	2.437	1.871	1.475	0.00233	126	5.25
-25340	-95910	-61.98	-10.58	10.58	0.8694	2.75	278	52.95	37.99	213.7	64.23	30.18	21.65	14.96	8.527	0.5243	1.188	5.329e-15	4.412	1.849e-05	0	0	-6.164	0.1814	0.8084	1.859	-6.065	4.412	0.1905	0.1367	0.7689	0.2311	0.1086	0.07789	-25460	-95650	-57.52	-10.79	10.79	0.7863	2.396	-24010	-94290	-60.04	-10.63	10.63	0.8357	2.549	130	0.8312	0.7674	0.2542	0.4879	0.5351	0.1172	413.5	142.6	254.4	16.55	2.191	1.987	0.8644	0.6805	103.6	3.82
-34190	-155600	-35.57	-8.916	8.916	0.4353	1.322	315.7	114.9	90.41	267.6	48.17	146.6	115.4	24.48	31.24	15.94	1.165	-2.624	16.41	0.000219	0	0	-7.237	-0.3061	0.7443	1.302	-2.071	19.03	0.3639	0.2864	0.8474	0.1526	0.4643	0.3654	-34290	-154900	-39.34	-8.822	8.822	0.194	1.15	-32190	-152600	-35.6	-9.007	9.007	0.3251	1.184	157.5	0.9168	0.4419	-0.3514	-0.2679	0.00079	0.08573	610.7	390.1	187.9	32.76	2.236	2.239	1.209	0.6555	133.2	4.07
-27000	-102800	-22.25	-9.114	9.114	0.3976	1.233	259.4	139.4	120	211.3	48.08	178.7	153.9	19.34	24.8	13.36	0.9893	-2.375	12.24	0.0002521	0	0	-7.869	-0.2837	0.4159	0.6259	0.0008587	14.61	0.5373	0.4627	0.8146	0.1854	0.6891	0.5934	-27070	-102700	-26.67	-8.888	8.888	0.2461	1.164	-25290	-100200	-21.67	-9.175	9.175	0.2911	1.142	117.5	0.9628	0.4238	-0.09139	-0.4138	-0.002542	1.624e-06	278.5	167.8	110.7	0.01857	1.72	1.635	1.363	0.002083	97.75	3.5
-63700	-349600	-65.8	-9.424	9.424	-0.5805	2.031	422.9	227.9	195.1	365.7	57.21	611.8	523.7	32.82	88.13	57.07	13.15	-4.944	36.82	0.0003281	0	0	-6.026	0.4893	1.433	7.197	5.169	41.76	0.5388	0.4612	0.8647	0.1353	1.447	1.238	-63850	-346800	-70.45	-9.186	9.186	-0.5717	1.848	-59370	-343100	-69.42	-9.364	9.364	-0.5964	2.05	227.7	1.043	0.739	-0.7212	0.1611	0.01251	0.0685	2145	292	1771	81.26	3.164	3.341	1.231	0.8744	205.4	5.27
-35030	-161200	72.77	-9.553	9.553	-0.9028	4.568	297.3	168.6	117.6	253.7	43.64	205.7	143.5	51.01	62.23	40.6	9.35	3.95	30.17	0.0001155	0	0	-9.852	-2.026	3.101	7.565	0.006896	26.22	0.5672	0.3956	0.8532	0.1468	0.6919	0.4826	-35070	-160900	59.08	-9.43	9.43	-0.9222	4.594	-31430	-155500	72.26	-9.659	9.659	-1.017	4.465	142.5	1.008	0.9522	0.9521	0.0129	-0.01031	2.145e-06	546.9	392.1	154.7	0.05197	2.05	1.843	1.537	0.002699	129.1	3.11
-17480	-46990	2.837	-10.63	10.63	1.693	1.706	218.1	65.23	109.9	127.4	90.69	68.95	116.1	44.63	47.17	1.543	0.2607	-0.3239	-0.1584	0	0	0	-7.7	0.009632	0.9245	1.175	0.5071	0.1655	0.2991	0.5038	0.5841	0.4159	0.3162	0.5325	-17550	-47190	-0.1377	-10.68	10.68	1.771	1.346	-16350	-45680	4.457	-10.66	10.66	1.73	1.567	88.37	0.8625	0.528	-0.3922	0.3535	0.005738	0.06765	120.9	22.15	97.2	1.551	1.468	1.685	0.6418	0.4383	65	4.56
-15210	-44880	13.02	-11.99	11.99	1.709	2.937	216	39.39	49.73	126.9	89.11	21.94	27.7	10.34	5.76	-0.7591	0.1935	1.776e-15	1.513	0	0	0	-7.859	-0.1005	0.9363	1.074	-3.302	1.513	0.1823	0.2302	0.5875	0.4125	0.1016	0.1282	-15250	-44880	13.77	-12.59	12.59	1.613	2.707	-13700	-42980	18.55	-12.01	12.01	1.423	3.25	89.36	0.8115	0.9274	-0.01291	0.9273	0.004943	0.2148	119.9	26.12	90.67	3.146	1.476	1.27	0.8342	0.5887	67.88	1.56
-40500	-237700	20.22	-8.817	8.817	0.04207	0.3693	390	100.9	112.6	351.1	38.96	123.3	137.5	11.68	14.27	55.28	0.4572	1.877	51.89	0.0002229	0	0	-1.422	0.003768	1.412	14.38	1.52	50.01	0.2587	0.2886	0.9001	0.09988	0.3161	0.3527	-40590	-235400	31.74	-9.148	9.148	0.1395	0.05947	-38470	-233900	17.13	-8.976	8.976	-0.1035	0.3139	210.9	0.8336	0.09754	-0.08513	0.04761	-6.06e-05	0.09676	1153	809.3	288.5	54.71	2.682	2.724	1.338	0.8474	192.2	3.51
-44960	-255900	-44.77	-8.894	8.894	0.4693	1.387	371.4	94.69	80.79	322.2	49.19	120.8	103.1	13.9	17.74	47.32	1.29	-2.623	46	0.0003515	0	0	-6.335	-0.3986	1.156	13.1	-0.727	48.62	0.255	0.2175	0.8676	0.1324	0.3253	0.2776	-45100	-253200	-32.44	-8.816	8.816	0.2107	1.161	-42530	-251900	-48.55	-8.989	8.989	0.351	1.221	198.7	0.889	0.4418	-0.4077	0.1703	0.003526	0.1274	1146	169.6	920.5	56.18	2.642	2.463	1.327	0.8792	184.8	4.8
-41370	-221700	-40.57	-8.894	8.894	0.4709	1.375	355.1	96.93	80.64	305.8	49.28	123.7	102.9	16.3	20.79	39.11	1.19	-2.623	35.85	0.0003903	0	0	-6.508	-0.3742	1.005	7.939	1.44	38.48	0.273	0.2271	0.8612	0.1388	0.3484	0.2898	-41490	-220000	-32.52	-8.818	8.818	0.2055	1.158	-39080	-217800	-43.55	-8.994	8.994	0.355	1.226	188.2	0.8928	0.4424	0.2029	0.1772	0.3509	0.1582	901.3	77.76	703.6	119.9	2.449	2.255	1.338	0.8969	168.2	4.47
-26800	-123900	6.805	-9.062	9.062	0.4871	0.05917	307.3	114.8	78.52	307.3	0	101.8	69.65	36.23	32.14	21.19	0.06974	1.667	20.89	0.0002139	0	0	-2.352	-0.08813	0.4889	1.341	-0.1674	19.22	0.3734	0.2555	1	0	0.3312	0.2266	-26860	-123400	5.739	-9.178	9.178	0.1301	0.02119	-25420	-121500	4.779	-9.182	9.182	0.3577	0.04904	149.5	0.827	0.001016	0.00015	-6.5e-06	-0.001004	0.03442	433.2	280.2	149.8	3.228	2.02	2.261	1.228	0.4195	128.4	4.21
-21110	-77020	32.04	-9.932	9.932	0.1384	1.974	236.8	163.1	73.68	221.8	14.98	174.5	78.84	89.39	95.65	17.2	2.246	1.289	14.58	1.262e-05	0	0	-7.099	0.02465	0.3495	2.374	5.16e-05	13.29	0.6888	0.3112	0.9367	0.06326	0.737	0.333	-21140	-77070	28.82	-9.688	9.688	0.00544	1.964	-19160	-74080	30.37	-10.1	10.1	-0.00548	1.935	105.4	0.9053	0.5489	-0.4752	0.2746	0.00569	3.257e-08	167.7	83.77	83.88	0.009977	1.456	1.456	1.256	0.0002627	87.38	2.9
-33550	-159000	52.19	-9.181	9.181	-0.4666	1.878	309.3	178.9	124.8	289.1	20.15	271.9	189.7	54.08	82.2	34.73	2.362	2.833	29.26	0.0001268	0	0	-6.878	0.5919	2.513	3.07	0.009297	26.43	0.5785	0.4036	0.9349	0.06514	0.8793	0.6135	-33570	-158700	44.75	-9.02	9.02	-0.529	1.847	-30800	-154300	47.54	-9.241	9.241	-0.6476	1.845	149.4	0.955	0.5538	-0.00487	0.5537	0.00366	6.555e-06	547.9	391.1	156.8	0.05293	2.06	2.126	1.429	0.005444	135.2	3.45
-20100	-81670	-26.03	-9.768	9.768	3.609	1.514	258.5	36.8	15.08	206.6	51.88	36.43	14.93	21.72	21.51	-2.769	0.459	2.753e-14	8.083	0	0	0	-3.686	-0.09037	0.6549	2.307	-11.88	8.083	0.1424	0.05834	0.7993	0.2007	0.141	0.05775	-20200	-81130	-20.16	-10.45	10.45	3.197	1.454	-18600	-79520	-23.68	-9.445	9.445	3.081	1.409	121.5	0.7699	0.3672	0.01422	-0.3667	0.01386	0.2153	196.5	77.04	92.31	27.15	1.639	1.584	1.017	0.7353	95	2.42
-26140	-115000	38.71	-8.998	8.998	0.01885	0.01	293.5	148	145.4	256.4	37.06	181.8	178.6	2.608	3.203	29.41	0.2448	2.114	28.21	0.0001487	0	0	-2.754	0.1069	0.7752	6.92	0.07877	26.09	0.5044	0.4956	0.8737	0.1263	0.6197	0.6087	-26170	-114500	38.83	-8.868	8.868	-0.07626	0.05739	-24680	-112600	39.18	-9.13	9.13	-0.1221	0.0211	139.9	0.8416	0.04433	0.03868	-0.02164	-0.000884	1.228e-06	409.6	217.5	192	0.02742	1.983	2.073	1.347	0.002297	123.8	3.51
-36330	-164400	-107.1	-10.89	10.89	1.262	1.688	308.5	33.17	22.13	279.7	28.79	33.17	22.13	11.04	11.04	23.83	5.049	-5.296	17.73	1.882e-05	0	0	-0.03664	0.03152	1.189	14.05	-0.1697	23.03	0.1075	0.07174	0.9067	0.09332	0.1075	0.07174	-36490	-162400	-96.44	-11.21	11.21	1.047	1.806	-34230	-160900	-108	-10.95	10.95	1.156	1.778	153.3	0.9293	0.4214	-0.1979	-0.1524	-0.3394	0.2853	436.5	77.88	244.6	113.9	1.938	1.95	1.058	1.041	125	2.55
-34460	-200900	-36.27	-9.649	9.649	3.456	1.526	327.7	23.38	12.29	292	35.67	23.14	12.17	11.09	10.98	207	0.6016	4.263e-14	211.6	0	0	0	-2.245	-0.1694	1.266	185.6	-6.255	211.6	0.07135	0.03751	0.8911	0.1089	0.07063	0.03713	-34600	-197700	-11.59	-10.36	10.36	2.966	1.415	-32400	-197200	-42.24	-9.388	9.388	3.013	1.427	180.6	0.8213	0.3681	-0.2125	0.1837	-0.2379	0.3904	540.1	163.5	273.9	102.7	2.044	1.789	1.19	1.118	157.4	3.72
-40370	-103700	-12.43	-9.901	9.901	-0.4373	0	272.7	14.61	258.1	258.1	14.61	8.181	144.5	243.5	136.4	10.74	0.03512	1.534	10.16	5.584e-05	0	0	-1.338	0.0679	0.4738	3.854	0.0005472	8.625	0.05357	0.9464	0.9464	0.05357	0.03	0.53	-38600	-100700	-7.986	-10.73	10.73	-0.9887	0	-34670	-98440	-8.081	-9.222	9.222	-0.3199	0	130.9	1.624	0.000863	-0.00014	-0.00014	0.00084	1.955e-06	661.1	320.5	340.6	0.02906	1.997	1.302	1.228	0.001821	102.1	3.91
-60210	-231200	-43.29	-9.509	9.509	-0.7519	1.22	338.9	70.08	268.8	299.2	39.71	97.45	373.8	198.7	276.3	26.79	1.324	0.1047	24.7	0.0002637	0	0	-5.799	0.07462	0.685	2.264	0.0008944	24.6	0.2068	0.7932	0.8828	0.1172	0.2876	1.103	-58480	-227400	-45.52	-9.822	9.822	-1.228	2.2	-53090	-224000	-44.33	-9.147	9.147	-0.6262	1.006	180.1	1.455	0.5841	-0.5088	0.2867	0.004759	1.383e-06	1558	929.5	628.5	0.08145	2.592	1.811	1.549	0.00213	159.4	6.13
-21750	-79130	-58.4	-10.18	10.18	3.11	1.918	233.6	31.58	16.26	185.7	47.84	17.68	9.105	15.32	8.578	9.45	2.839	0	1.337	0	0	0	-1.739	-0.1872	1.672	4.546	3.789	1.337	0.1352	0.06961	0.7952	0.2048	0.07571	0.03898	-21860	-79300	-59.28	-10.77	10.77	3.099	1.767	-20560	-77700	-51.33	-10.26	10.26	3.288	1.667	104.7	0.8834	0.4907	-0.3769	-0.00336	-0.3142	0.2844	137.2	63.49	63.83	9.907	1.38	1.287	1.071	0.6861	81.62	1.52
-41370	-221200	-45.28	-8.915	8.915	0.3797	1.323	361.8	89.62	72.78	323	38.78	113.8	92.39	16.84	21.38	34.94	1.171	-2.441	34.75	0.000226	0	0	-5.987	-0.3924	1.028	10.09	-1.618	37.19	0.2477	0.2011	0.8928	0.1072	0.3144	0.2554	-41500	-219600	-43.5	-8.834	8.834	0.05507	1.161	-39090	-217500	-49.4	-8.988	8.988	0.2761	1.195	190.7	0.885	0.4236	-0.1023	0.411	0.002529	0.1294	867	486.9	325.5	54.65	2.402	2.493	1.257	0.8967	169.8	4.67
-23200	-98540	14.42	-9.33	9.33	0.5199	0.2636	278	122.6	98.06	278	0	109.5	87.62	24.52	21.91	18.43	0.05949	1.859	18.19	0.0002138	0	0	-2.542	-0.06682	0.3351	0.8105	-0.08286	16.33	0.4409	0.3527	1	0	0.3939	0.3151	-23250	-98310	13.57	-9.278	9.278	0.2447	0.04999	-21970	-96380	14.11	-9.442	9.442	0.3761	0.2609	129.7	0.8357	0.05334	-0.0465	0.02612	-0.000515	0.03097	284.7	169.1	114	1.614	1.758	1.846	1.306	0.3248	110.2	3.42
-32070	-77000	-8.406	-9.956	9.956	-0.06097	0.789	248	25.66	222.3	240.7	7.307	11.03	95.6	196.7	84.57	6.621	1.143	-0.2642	4.857	5.585e-05	0	0	-2.019	0.1794	0.4412	4.123	0.0005142	5.121	0.1035	0.8965	0.9705	0.02947	0.04449	0.3855	-30750	-74890	-6.393	-10.64	10.64	-0.5366	1.131	-27720	-72950	-2.333	-9.377	9.377	-0.04346	0.49	115.4	1.462	0.4058	-0.3487	-0.2076	0.00314	1.745e-06	458.5	223.2	235.3	0.02636	1.868	1.284	1.079	0.001696	89.88	3.47
-32950	-115800	-143	-10.76	10.76	2.391	2.646	228.9	66.96	41.39	120.6	108.4	112.5	69.54	25.57	42.95	-15.34	4.507	-29.65	-23.17	0	0	0	-2.171	0.5583	0.4002	3.3	2.363	6.476	0.2925	0.1808	0.5266	0.4734	0.4914	0.3038	-33110	-115500	-131.1	-10.94	10.94	2.842	1.802	-30650	-113400	-122.4	-10.86	10.86	2.487	2.375	102.5	1.124	0.7299	-0.3192	0.2206	-0.6182	0.2611	189	74.44	82.52	32.04	1.448	1.209	1.209	0.6177	80.12	1.18
-38040	-221500	-36.71	-8.994	8.994	2.853	0.8508	403.1	7.184	0.4595	395.5	7.643	5.819	0.3722	6.724	5.447	7.835	1.866	0	25.65	0	0	0	0.6888	0.1834	1.263	6.778	-21.13	25.65	0.01782	0.00114	0.981	0.01896	0.01443	0.0009233	-38220	-220300	-28.31	-9.462	9.462	2.594	0.7481	-35840	-218000	-43.15	-9.037	9.037	2.497	0.9673	220.9	0.7703	0.3655	0.1453	-0.1717	-0.2881	0.1279	1047	437.2	395.3	214	2.703	2.161	2.105	0.7727	186	3.45
