"SAMPLE_ID"	"TOX21_ID"	"CAS"	"PUBCHEM_SID"	"SAMPLE_NAME"	"PURITY_RATING"	"PURITY_RATING_4M"	"PUBCHEM_CID"	"LAST_MODIFIED"	"SMILES"
"NCGC00159509-02"	"Tox21_113087"	"82834-16-0"	144206638	"Perindopril"	"A"	"A"	"107807"	16-JAN-19 01.02.54.000000000 PM	"O=C(OCC)[C@H](CCC)N[C@@H](C)C(=O)N1[C@@H](C[C@@H]2CCCC[C@H]12)C(=O)O"
"NCGC00181141-01"	"Tox21_112747"	"510-35-0"	144206300	"Santonic acid"	"A"	"A"	"283654"	16-JAN-19 01.02.54.000000000 PM	"O=C(O)C(C)C13CCC2(C)C(C(C)C(=O)CC12)C3=O"
"NCGC00160399-01"	"Tox21_111788"	"18046-21-4"	144205341	"Fentiazac"	"A"	"A"	"28871"	16-JAN-19 01.02.54.000000000 PM	"O=C(O)Cc1sc(nc1c2ccc(Cl)cc2)c3ccccc3"
"NCGC00160524-01"	"Tox21_111871"	"10023-54-8"	144205424	"Aminoquinol"	"Z"	"D"	"170327"	16-JAN-19 01.02.54.000000000 PM	"CCN(CC)CCCC(C)Nc2cc(C=Cc1ccccc1Cl)nc3cc(Cl)ccc23"
"NCGC00181031-01"	"Tox21_112681"	"107-75-5"	144206234	"7-Hydroxy-3,7-dimethyloctanal"	"D"	""	"7888"	16-JAN-19 01.02.54.000000000 PM	"O=CCC(C)CCCC(C)(C)O"
"NCGC00165972-01"	"Tox21_112275"	"93-54-9"	144205828	"1-Phenyl-1-propanol"	"Ac"	"Ac"	"7147"	16-JAN-19 01.02.54.000000000 PM	"OC(CC)c1ccccc1"
"NCGC00095843-01"	"Tox21_111530"	"17406-45-0"	144205083	"alpha-Tomatine"	"A"	""	"28523"	16-JAN-19 01.02.54.000000000 PM	"[H][C@]12C[C@@]3([H])[C@]4([H])CC[C@@]5([H])C[C@H](CC[C@]5(C)[C@@]4([H])CC[C@]3(C)[C@@]1([H])[C@H](C)[C@]1(CC[C@H](C)CN1)O2)O[C@@H]1O[C@H](CO)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O[C@@H]3OC[C@@H](O)[C@H](O)[C@H]3O)[C@H]2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O"
"NCGC00096009-01"	"Tox21_111547"	"61177-44-4"	144205100	"Clavulanate lithium"	"A"	"A"	"23714647"	16-JAN-19 01.02.54.000000000 PM	"[Li+].O=C([O-])[C@H]1C(=C\CO)\O[C@@H]2CC(=O)N12"
"NCGC00166143-01"	"Tox21_112337"	"7199-29-3"	144205890	"Cyheptamide"	"A"	"A"	"23603"	16-JAN-19 01.02.54.000000000 PM	"NC(=O)C2c3ccccc3CCc1ccccc12"
"NCGC00166250-01"	"Tox21_112375"	"3861-73-2"	144205928	"Anazolene sodium"	"A"	""	"19731"	16-JAN-19 01.02.54.000000000 PM	"[Na+].[Na+].[Na+].[O-]S(=O)(=O)c1cccc5c1c(Nc2ccccc2)ccc5/N=N/c4cc(cc3cc(cc(O)c34)S([O-])(=O)=O)S([O-])(=O)=O"
"NCGC00162319-02"	"Tox21_112009"	"97466-90-5"	144205562	"Quinelorane"	"A"	"A"	"57242"	16-JAN-19 01.02.54.000000000 PM	"Nc1ncc2C[C@H]3N(CCC[C@@H]3Cc2n1)CCC"
"NCGC00091020-03"	"Tox21_111059"	"151-21-3"	144204610	"Sodium dodecyl sulfate"	"A"	""	"3423265"	16-JAN-19 01.02.54.000000000 PM	"[Na+].[O-]S(=O)(=O)OCCCCCCCCCCCC"
"NCGC00091058-04"	"Tox21_111071"	"463-40-1"	144204622	"Linolenic acid"	"Fns"	""	"5280934"	16-JAN-19 01.02.54.000000000 PM	"O=C(O)CCCCCCC/C=C\C/C=C\C/C=C\CC"
"NCGC00091219-02"	"Tox21_111103"	"134-62-3"	144204654	"DEET"	"A"	"A"	"4284"	16-JAN-19 01.02.54.000000000 PM	"Cc1cccc(c1)C(=O)N(CC)CC"
"NCGC00091612-04"	"Tox21_111155"	"102-76-1"	144204706	"Triacetin"	"Fc"	""	"5541"	16-JAN-19 01.02.54.000000000 PM	"O=C(C)OC(COC(C)=O)COC(=O)C"
"NCGC00091641-01"	"Tox21_111158"	"50-44-2"	144204709	"6-Mercaptopurine"	"A"	"A"	"667490"	16-JAN-19 01.02.54.000000000 PM	"S=C2NC=Nc1ncnc12"
"NCGC00091737-01"	"Tox21_111164"	"110-44-1"	144204715	"Sorbic acid"	"A"	"A"	"643460"	16-JAN-19 01.02.54.000000000 PM	"C\C=C\C=C\C(=O)O"
"NCGC00091775-03"	"Tox21_400068"	"534-52-1"	144214029	"2-Methyl-4,6-dinitrophenol"	"A"	"A"	"10800"	16-JAN-19 01.02.54.000000000 PM	"O=[N+]([O-])c1cc(cc(C)c1O)[N+]([O-])=O"
"NCGC00181798-01"	"Tox21_113068"	"1142337-10-7"	144206619	"Eprinomectin (B1a, B1b mixture)"	"B"	""	"44460585"	16-JAN-19 01.02.54.000000000 PM	"CC(=O)N[C@H]1[C@@H](OC)C[C@@H](O[C@H]1C)O[C@@H]2[C@@H](OC)C[C@@H](O[C@H]2C)O[C@@H]3C(C)=CC[C@@H]6C[C@H](OC(=O)[C@@H]4C=C(C)[C@@H](O)[C@H]5OCC(=CC=C[C@@H]3C)[C@@]45O)C[C@@]7(O6)C=C[C@H](C)[C@H](O7)C(C)CC"
"NCGC00182705-01"	"Tox21_112982"	"3964-81-6"	144206535	"Azatadine"	"A"	"A"	"19861"	16-JAN-19 01.02.54.000000000 PM	"CN1CC\C(CC1)=C2\c4ncccc4CCc3ccccc23"
"NCGC00183108-01"	"Tox21_113051"	"104-32-5"	144206602	"Propamidine"	"C"	"C"	"64949"	16-JAN-19 01.02.54.000000000 PM	"N=C(N)c1ccc(cc1)OCCCOc2ccc(cc2)C(=N)N"
"NCGC00254147-01"	"Tox21_300316"	"6846-50-0"	144210635	"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate"	"A"	"Ac"	"23284"	16-JAN-19 01.02.54.000000000 PM	"O=C(OC(C(C)C)C(C)(C)COC(=O)C(C)C)C(C)C"
"NCGC00185763-01"	"Tox21_113527"	"2375-03-3"	144207076	"Methylprednisolone succinate"	"C"	"C"	"23680530"	16-JAN-19 01.02.54.000000000 PM	"[Na+].[O-]C(=O)CCC(=O)OCC(=O)[C@@]4(O)CC[C@@H]3[C@]4(C)C[C@H](O)[C@H]2[C@H]3C[C@H](C)C1=CC(=O)C=C[C@@]12C"
"NCGC00185767-01"	"Tox21_113590"	"24916-51-6"	144207139	"Spiramycin II"	"D"	"D"	"5284620"	16-JAN-19 01.02.54.000000000 PM	"CN(C)[C@H]1CC[C@H](O[C@@H]1C)O[C@H]4C=CC=CC[C@@H](C)OC(=O)C[C@@H](OC(C)=O)[C@H](OC)[C@@H](O[C@@H]3O[C@H](C)[C@@H](O[C@H]2C[C@@](C)(O)[C@@H](O)[C@H](C)O2)[C@@H]([C@H]3O)N(C)C)[C@@H](CC=O)C[C@H]4C"
"NCGC00186465-01"	"Tox21_113368"	"1032350-13-2"	144206919	"MK-2206"	"A"	"A"	"24964624"	16-JAN-19 01.02.54.000000000 PM	"NC1(CCC1)c2ccc(cc2)c3nc5C=CN6C(=O)NN=C6c5cc3c4ccccc4"
"NCGC00188443-01"	"Tox21_113035"	"72822-13-0"	144206586	"Dapiprazole hydrochloride"	"F"	"A"	"6917787"	16-JAN-19 01.02.54.000000000 PM	"Cl.Cc4ccccc4N3CCN(CCc1nnc2CCCCn12)CC3"
"NCGC00254635-01"	"Tox21_300729"	"136-45-8"	144211046	"Dipropyl 2,5-pyridinedicarboxylate"	"A"	"A"	"8693"	16-JAN-19 01.02.54.000000000 PM	"O=C(OCCC)c1cnc(cc1)C(=O)OCCC"
"NCGC00254221-01"	"Tox21_300052"	"132-64-9"	144210372	"Dibenzofuran"	"A"	"Ac"	"568"	16-JAN-19 01.02.54.000000000 PM	"c1cccc2oc3ccccc3c12"
"NCGC00255156-01"	"Tox21_301606"	"126-58-9"	144211923	"Dipentaerythritol"	"F"	"A"	"31352"	16-JAN-19 01.02.54.000000000 PM	"OCC(COCC(CO)(CO)CO)(CO)CO"
"NCGC00254298-01"	"Tox21_300461"	"NOCAS_47299"	144210779	"CP-422935"	"A"	"A"	"60196413"	16-JAN-19 01.02.54.000000000 PM	"CS(=O)(=O)O.CCOc1cccc(c1)[C@@]2(CC[C@@H](C)CC2)N3CCN(CC3)c4ccccc4"
"NCGC00255394-01"	"Tox21_301936"	"16470-24-9"	144212253	"C.I. Fluorescent Brightener 220"	"FC"	""	"6850780"	16-JAN-19 01.02.54.000000000 PM	"[Na+].[Na+].[Na+].[Na+].[O-]S(=O)(=O)c1ccc(cc1)Nc2nc(nc(n2)N(CCO)CCO)Nc6ccc(/C=C/c3ccc(cc3S([O-])(=O)=O)Nc5nc(Nc4ccc(cc4)S([O-])(=O)=O)nc(n5)N(CCO)CCO)c(c6)S([O-])(=O)=O"
"NCGC00254777-01"	"Tox21_300873"	"107-70-0"	144211190	"4-Methoxy-4-methyl-2-pentanone"	"AC"	"Bc"	"7884"	16-JAN-19 01.02.54.000000000 PM	"CC(=O)CC(C)(C)OC"
"NCGC00254431-01"	"Tox21_300632"	"4449-51-8"	144210949	"Cyclopamine"	"A"	"A"	"442972"	16-JAN-19 01.02.54.000000000 PM	"CC4=C5C[C@@H]1[C@@]6(C)CC[C@H](O)CC6=CC[C@H]1[C@@H]5CC[C@@]24O[C@@H]3C[C@H](C)CN[C@H]3[C@H]2C"
"NCGC00254060-01"	"Tox21_300187"	"76-03-9"	144210507	"Trichloroacetic acid"	""	""	"6421"	16-JAN-19 01.02.54.000000000 PM	"ClC(Cl)(Cl)C(=O)O"
"NCGC00254452-01"	"Tox21_300463"	"179465-71-5"	144210781	"CJ-013790"	"A"	"C"	"53316393"	16-JAN-19 01.02.54.000000000 PM	"NC(=O)N(O)[C@@H]3C=C[C@H](Oc2cc(Oc1ccc(F)cc1)ccc2)C3"
"NCGC00255131-01"	"Tox21_302145"	"24544-04-5"	144212462	"2,6-Diisopropylaniline"	"A"	"Fc"	"32484"	16-JAN-19 01.02.54.000000000 PM	"CC(C)c1cccc(C(C)C)c1N"
"NCGC00016767-02"	"Tox21_110599"	"22668-01-5"	144204150	"Etandazole"	"A"	"A"	"3276"	16-JAN-19 01.02.54.000000000 PM	"O=C(Cn1ccnc1[N+]([O-])=O)NCCO"
"NCGC00260129-01"	"Tox21_202580"	"7720-78-7"	144209778	"Iron(II) sulfate"	""	""	"24393"	16-JAN-19 01.02.54.000000000 PM	"[Fe+2].[O-]S([O-])(=O)=O"
"NCGC00259284-01"	"Tox21_201735"	"110-19-0"	144208933	"Isobutyl acetate"	"FNS"	""	"8038"	16-JAN-19 01.02.54.000000000 PM	"CC(=O)OCC(C)C"
"NCGC00257232-01"	"Tox21_303310"	"87-02-5"	144213627	"7-Amino-4-hydroxynaphthalene-2-sulfonic acid"	"A"	"F"	"6868"	16-JAN-19 01.02.54.000000000 PM	"O=S(=O)(O)c1cc(O)c2ccc(N)cc2c1"
"NCGC00257051-01"	"Tox21_303189"	"89-62-3"	144213506	"4-Methyl-2-nitroaniline"	"A"	"A"	"6978"	16-JAN-19 01.02.54.000000000 PM	"O=[N+]([O-])c1cc(C)ccc1N"
"NCGC00258081-01"	"Tox21_200527"	"99-06-9"	144207725	"3-Hydroxybenzoic acid"	"A"	"A"	"7420"	16-JAN-19 01.02.54.000000000 PM	"OC(=O)c1cc(O)ccc1"
"NCGC00257244-01"	"Tox21_303471"	"18979-55-0"	144213781	"4-(Hexyloxy)phenol"	"A"	"A"	"29354"	16-JAN-19 01.02.54.000000000 PM	"Oc1ccc(OCCCCCC)cc1"
"NCGC00257596-01"	"Tox21_200042"	"95-06-7"	144207240	"Sulfallate"	"A"	"A"	"7216"	16-JAN-19 01.02.54.000000000 PM	"C=C(Cl)CSC(=S)N(CC)CC"
"NCGC00015323-11"	"Tox21_112035_1"	"541-22-0"	170465349	"Decamethonium bromide"	"F"	""	"10921"	16-JAN-19 01.02.54.000000000 PM	"[Br-].[Br-].C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C"
"NCGC00015340-14"	"Tox21_110129_1"	"58-28-6"	170465424	"Desipramine hydrochloride"	"A"	""	"65327"	16-JAN-19 01.02.54.000000000 PM	"Cl.CNCCCN2c3ccccc3CCc1ccccc12"
"NCGC00015623-10"	"Tox21_110557_1"	"6620-60-6"	170465774	"Proglumide"	"A"	""	"4922"	16-JAN-19 01.02.54.000000000 PM	"O=C(NC(CCC(=O)O)C(=O)N(CCC)CCC)c1ccccc1"
"NCGC00015806-06"	"Tox21_110225_1"	"53179-13-8"	170465606	"Pirfenidone"	"A"	""	"40632"	16-JAN-19 01.02.54.000000000 PM	"CC2=CN(c1ccccc1)C(=O)C=C2"
"NCGC00015870-27"	"Tox21_110761_1"	"6151-25-3"	170466817	"Quercetin"	"A"	""	"5284452"	16-JAN-19 01.02.54.000000000 PM	"O.O.Oc1ccc(cc1O)C=3Oc2cc(O)cc(O)c2C(=O)C=3O"
"NCGC00016789-06"	"Tox21_113530_1"	"25155-18-4"	170466819	"Methylbenzethonium chloride"	"C"	""	"14842"	16-JAN-19 01.02.54.000000000 PM	"[Cl-].CC(C)(C)CC(C)(C)c2ccc(OCCOCC[N+](C)(C)Cc1ccccc1)cc2C"
"NCGC00015971-05"	"Tox21_111268_1"	"71-27-2"	170464625	"Succinylcholine chloride"	"F"	""	"22475"	16-JAN-19 01.02.54.000000000 PM	"[Cl-].[Cl-].C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C"
"NCGC00016991-05"	"Tox21_113547_1"	"5875-06-9"	170465400	"Proparacaine"	"A"	""	"517321"	16-JAN-19 01.02.54.000000000 PM	"Cl.CCN(CC)CCOC(=O)c1ccc(OCCC)c(N)c1"
"NCGC00017259-07"	"Tox21_110810_1"	"27848-84-6"	170465878	"Nicergoline"	"A"	""	"34040"	16-JAN-19 01.02.54.000000000 PM	"Brc1cc(cnc1)C(=O)OC[C@@H]3C[C@]4(OC)c5cccc2c5c(cn2C)C[C@H]4N(C)C3"
"NCGC00016490-12"	"Tox21_110452_1"	"530-78-9"	170465857	"Flufenamic acid"	"A"	""	"3371"	16-JAN-19 01.02.54.000000000 PM	"FC(F)(F)c1cc(ccc1)Nc2ccccc2C(=O)O"
"NCGC00091044-02"	"Tox21_400060"	"495-18-1"	144214021	"N-Hydroxybenzamide"	"A"	"A"	"10313"	16-JAN-19 01.02.54.000000000 PM	"O=C(NO)c1ccccc1"
"NCGC00093926-05"	"Tox21_111231_1"	"3094-09-5"	170465861	"Doxifluridine"	"A"	""	"18343"	16-JAN-19 01.02.54.000000000 PM	"FC1=CN(C(=O)NC1=O)[C@@H]2O[C@H](C)[C@@H](O)[C@H]2O"
"NCGC00023016-07"	"Tox21_110788_1"	"56796-39-5"	170465052	"Cefmetazole sodium"	"B"	""	"23666711"	16-JAN-19 01.02.54.000000000 PM	"[Na+].N#CCSCC(=O)N[C@]3(OC)C(=O)N2C(=C(CSc1nnnn1C)CS[C@@H]23)C([O-])=O"
"NCGC00015247-07"	"Tox21_110110_1"	"6640-24-0"	170466760	"1-(3-Chlorophenyl)piperazine"	"A"	""	"1355"	16-JAN-19 01.02.54.000000000 PM	"Clc1cc(ccc1)N2CCNCC2"
"NCGC00015438-07"	"Tox21_111230_1"	"5053-08-7"	170466219	"Fenspiride hydrochloride"	"A"	""	"68626"	16-JAN-19 01.02.54.000000000 PM	"Cl.O=C3NCC1(CCN(CC1)CCc2ccccc2)O3"
"NCGC00160162-04"	"Tox21_111748_1"	"539-15-1"	170466820	"Hordenine"	"Z"	""	"68313"	16-JAN-19 01.02.54.000000000 PM	"Oc1ccc(CCN(C)C)cc1"
"NCGC00160472-02"	"Tox21_113112_1"	"99-45-6"	170466247	"Adrenone"	"Z"	""	"7436"	16-JAN-19 01.02.54.000000000 PM	"Oc1ccc(cc1O)C(=O)CNC"
"NCGC00178879-04"	"Tox21_111331_1"	"54-64-8"	170465469	"Thimerosal"	"A"	""	"16684434"	16-JAN-19 01.02.54.000000000 PM	"[Na+].[O-]C(=O)c1ccccc1S[Hg]CC"
"NCGC00166245-04"	"Tox21_112371_1"	"1811-28-5"	170466523	"Proflavin hemisulfate"	"A"	""	"9849425"	16-JAN-19 01.02.54.000000000 PM	"O=S(=O)(O)O.Nc1cc2nc3cc(N)ccc3cc2cc1.Nc1cc2nc3cc(N)ccc3cc2cc1"
"NCGC00179546-05"	"Tox21_110702_1"	"81732-46-9"	170466370	"Bambuterol hydrochloride"	"A"	""	"54765"	16-JAN-19 01.02.54.000000000 PM	"Cl.O=C(Oc1cc(cc(c1)OC(=O)N(C)C)C(O)CNC(C)(C)C)N(C)C"
"NCGC00167521-02"	"Tox21_112518_1"	"113712-98-4"	170465931	"Tenatoprazole"	"A"	""	"636411"	16-JAN-19 01.02.54.000000000 PM	"Cc3c(OC)c(C)cnc3CS(=O)c1nc2nc(ccc2n1)OC"
"NCGC00164533-02"	"Tox21_112164_1"	"692-13-7"	170465982	"Buformin"	"D"	""	"2468"	16-JAN-19 01.02.54.000000000 PM	"NC(=N)NC(=N)NCCCC"
"NCGC00167576-02"	"Tox21_112569_1"	"33237-74-0"	170465842	"Aprindine hydrochloride"	"A"	""	"71413"	16-JAN-19 01.02.54.000000000 PM	"Cl.CCN(CC)CCCN(c1ccccc1)C2Cc3ccccc3C2"
"NCGC00181350-03"	"Tox21_112808_1"	"212141-54-3"	170466113	"Vatalanib"	"A"	""	"151194"	16-JAN-19 01.02.54.000000000 PM	"Clc1ccc(cc1)Nc4nnc(Cc2ccncc2)c3ccccc34"
"NCGC00183871-04"	"Tox21_113591_1"	"21312-10-7"	170466005	"N-Acetyl sulfamethoxazole"	"A"	""	"65280"	16-JAN-19 01.02.54.000000000 PM	"Cc2cc(NS(=O)(=O)c1ccc(NC(C)=O)cc1)no2"
"NCGC00182082-03"	"Tox21_113248_1"	"251565-85-2"	170466025	"Tesaglitazar"	"A"	""	"57823090"	16-JAN-19 01.02.54.000000000 PM	"O=S(C)(=O)Oc1ccc(cc1)CCOc2ccc(C[C@@H](OCC)C(=O)O)cc2"
"NCGC00177995-02"	"Tox21_111462_1"	"91296-87-6"	170466185	"Sarafloxacin hydrochloride"	"A"	""	"56207"	16-JAN-19 01.02.54.000000000 PM	"Cl.Fc1ccc(cc1)N2C=C(C(=O)O)C(=O)c3cc(F)c(cc23)N4CCNCC4"
"NCGC00165740-05"	"Tox21_111441_1"	"86541-74-4"	170465003	"Benazepril"	"D"	""	"5362123"	16-JAN-19 01.02.54.000000000 PM	"Cl.O=C(OCC)[C@H](CCc1ccccc1)N[C@H]3CCc2ccccc2N(CC(=O)O)C3=O"
"NCGC00178714-04"	"Tox21_111472_1"	"97240-79-4"	170464746	"Topiramate"	"A"	""	"5284627"	16-JAN-19 01.02.54.000000000 PM	"NS(=O)(=O)OC[C@]23OC[C@H]1OC(C)(C)O[C@H]1[C@@H]3OC(C)(C)O2"
"NCGC00159479-05"	"Tox21_111702_1"	"93-60-7"	170465506	"Methyl nicotinate"	"A"	""	"7151"	16-JAN-19 01.02.54.000000000 PM	"COC(=O)c1cccnc1"
"NCGC00253608-01"	"Tox21_113742"	"2127-01-7"	170466039	"Chlorexolone"	"A"	"A"	"16473"	16-JAN-19 01.02.54.000000000 PM	"NS(=O)(=O)c1cc2C(=O)N(Cc2cc1Cl)C3CCCCC3"
"NCGC00253737-01"	"Tox21_113855"	"155270-99-8"	170466116	"Istradefylline"	"I"	"F"	"5311037"	16-JAN-19 01.02.54.000000000 PM	"COc1ccc(cc1OC)/C=C/c3nc2c(C(=O)N(CC)C(=O)N2CC)n3C"
"NCGC00249925-01"	"Tox21_113701"	"180200-68-4"	170466033	"Tilmacoxib"	"A"	"F"	"159271"	16-JAN-19 01.02.54.000000000 PM	"Cc2nc(C1CCCCC1)c(o2)c3ccc(c(F)c3)S(N)(=O)=O"
"NCGC00249932-01"	"Tox21_113708"	"38957-41-4"	170465843	"Emorfazone"	"A"	"A"	"3221"	16-JAN-19 01.02.54.000000000 PM	"CCOC1=C(C=NN(C)C1=O)N2CCOCC2"
"NCGC00253651-01"	"Tox21_113777"	"6320-03-2"	170466754	"o-Chlorothiophenol"	"F"	"Fc"	"80599"	16-JAN-19 01.02.54.000000000 PM	"Sc1ccccc1Cl"
"NCGC00255518-01"	"Tox21_301360"	"1746-81-2"	144211677	"Monolinuron"	"A"	"A"	"15629"	16-JAN-19 01.02.54.000000000 PM	"Clc1ccc(NC(=O)N(C)OC)cc1"
"NCGC00255714-01"	"Tox21_302383"	"53716-50-0"	144212700	"Oxfendazole"	"A"	"A"	"40854"	16-JAN-19 01.02.54.000000000 PM	"O=C(OC)Nc1nc2cc(ccc2n1)S(=O)c3ccccc3"
"NCGC00255716-01"	"Tox21_301438"	"1501-27-5"	144211755	"5-Methoxy-5-oxopentanoic acid"	"Z"	"A"	"73917"	16-JAN-19 01.02.54.000000000 PM	"OC(=O)CCCC(=O)OC"
"NCGC00255570-01"	"Tox21_302012"	"33228-45-4"	144212329	"4-Hexylaniline"	"A"	"A"	"36382"	16-JAN-19 01.02.54.000000000 PM	"Nc1ccc(CCCCCC)cc1"
"NCGC00255581-01"	"Tox21_301842"	"111991-09-4"	144212159	"Nicosulfuron"	"F"	"F"	"73281"	16-JAN-19 01.02.54.000000000 PM	"O=S(=O)(NC(=O)Nc1nc(OC)cc(OC)n1)c2ncccc2C(=O)N(C)C"
"NCGC00255614-01"	"Tox21_302236"	"19408-46-9"	144212553	"Kasugamycin hydrochloride"	"Ac"	""	"88045"	16-JAN-19 01.02.54.000000000 PM	"Cl.O=C(O)C(=N)N[C@H]2C[C@H](N)[C@@H](O[C@@H]1[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@H]1O)O[C@@H]2C"
"NCGC00256562-01"	"Tox21_302740"	"512-56-1"	144213057	"Trimethyl phosphate"	"A"	"Ac"	"10541"	16-JAN-19 01.02.54.000000000 PM	"O=P(OC)(OC)OC"
"NCGC00256396-01"	"Tox21_302802"	"97-00-7"	144213119	"1-Chloro-2,4-dinitrobenzene"	"A"	"A"	"6"	16-JAN-19 01.02.54.000000000 PM	"O=[N+]([O-])c1cc(ccc1Cl)[N+]([O-])=O"
"NCGC00256219-01"	"Tox21_302291"	"306-91-2"	144212608	"Tetracosafluorotetradecahydrophenanthrene"	"F"	""	"78972"	16-JAN-19 01.02.54.000000000 PM	"FC2(F)C3(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C3(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)C2(F)F"
"NCGC00255903-01"	"Tox21_302115"	"56539-66-3"	144212432	"3-Methoxy-3-methylbutan-1-ol"	"A"	""	"62118"	16-JAN-19 01.02.54.000000000 PM	"CC(C)(CCO)OC"
"NCGC00257406-01"	"Tox21_303518"	"1062243-51-9"	144213826	"PharmaGSID_48511"	"A"	"A"	"25015677"	16-JAN-19 01.02.54.000000000 PM	"CN5CCC(NC(=O)c4ccc(Nc1nc2N(CC(F)(F)C(=O)N(C)c2cn1)C3CCCC3)c(OC)c4)CC5"
"NCGC00257413-01"	"Tox21_303360"	"27193-86-8"	144213676	"Dodecylphenol"	"Z"	"F"	"171144"	16-JAN-19 01.02.54.000000000 PM	"Oc1ccccc1CCCCCCCCCCCC"
"NCGC00257467-01"	"Tox21_303403"	"141-86-6"	144213714	"2,6-Diaminopyridine"	"B"	"B"	"8861"	16-JAN-19 01.02.54.000000000 PM	"Nc1cccc(N)n1"
"NCGC00257720-01"	"Tox21_200166"	"13838-16-9"	144207364	"Enflurane"	"FNS"	""	"3226"	16-JAN-19 01.02.54.000000000 PM	"FC(Cl)C(F)(F)OC(F)F"
"NCGC00257315-01"	"Tox21_303449"	"1646-87-3"	144213759	"Aldicarb sulfoxide"	"A"	"A"	"9568700"	16-JAN-19 01.02.54.000000000 PM	"CC(C)(\C=N\OC(=O)NC)S(C)=O"
"NCGC00257341-01"	"Tox21_303589"	"17696-62-7"	144213894	"Phenylparaben"	"A"	"A"	"87250"	16-JAN-19 01.02.54.000000000 PM	"O=C(Oc1ccccc1)c2ccc(O)cc2"
"NCGC00257025-01"	"Tox21_303094"	"110-98-5"	144213411	"1,1'-Oxybis-2-propanol"	"A"	"A"	"8087"	16-JAN-19 01.02.54.000000000 PM	"CC(O)COCC(C)O"
"NCGC00258256-01"	"Tox21_200702"	"102-81-8"	144207900	"2-(Dibutylamino)ethanol"	"A"	"Fc"	"7621"	16-JAN-19 01.02.54.000000000 PM	"CCCCN(CCCC)CCO"
"NCGC00258527-01"	"Tox21_200974"	"42019-78-3"	144208172	"4-Hydroxy-4'-chlorobenzophenone"	"A"	"A"	"123504"	16-JAN-19 01.02.54.000000000 PM	"O=C(c1ccc(Cl)cc1)c2ccc(O)cc2"
"NCGC00258528-01"	"Tox21_200975"	"610-66-2"	144208173	"(2-Nitrophenyl)acetonitrile"	"A"	"A"	"11888"	16-JAN-19 01.02.54.000000000 PM	"O=[N+]([O-])c1ccccc1CC#N"
"NCGC00258950-01"	"Tox21_201399"	"104-66-5"	144208597	"1,2-Diphenoxyethane"	"A"	"A"	"7713"	16-JAN-19 01.02.54.000000000 PM	"C(COc1ccccc1)Oc2ccccc2"
"NCGC00259016-01"	"Tox21_201465"	"121-19-7"	144208663	"4-Hydroxy-3-nitrophenylarsonic acid"	"A"	"A"	"5104"	16-JAN-19 01.02.54.000000000 PM	"O=[N+]([O-])c1cc(ccc1O)[As](O)(O)=O"
"NCGC00258409-01"	"Tox21_200855"	"926-06-7"	144208053	"Isopropyl methanesulfonate"	"D"	""	"13551"	16-JAN-19 01.02.54.000000000 PM	"CC(C)OS(C)(=O)=O"
"NCGC00258473-01"	"Tox21_200919"	"617-84-5"	144208117	"Diethylformamide"	"A"	"A"	"12051"	16-JAN-19 01.02.54.000000000 PM	"CCN(CC)C=O"
"NCGC00258887-01"	"Tox21_201335"	"111-27-3"	144208533	"1-Hexanol"	"A"	"A"	"8103"	16-JAN-19 01.02.54.000000000 PM	"CCCCCCO"
"NCGC00259738-01"	"Tox21_202189"	"106-65-0"	144209387	"Dimethyl succinate"	"A"	"F"	"7820"	16-JAN-19 01.02.54.000000000 PM	"COC(=O)CCC(=O)OC"
"NCGC00259756-01"	"Tox21_202207"	"590-17-0"	144209405	"Bromoacetonitrile"	"B"	"A"	"11534"	16-JAN-19 01.02.54.000000000 PM	"BrCC#N"
"NCGC00259610-01"	"Tox21_202061"	"57837-19-1"	144209259	"Metalaxyl"	"A"	"A"	"42586"	16-JAN-19 01.02.54.000000000 PM	"CC(N(C(=O)COC)c1c(C)cccc1C)C(=O)OC"
"NCGC00259633-01"	"Tox21_202084"	"78-67-1"	144209282	"2,2'-Azobis(2-methylpropanenitrile)"	"A"	"F"	"6547"	16-JAN-19 01.02.54.000000000 PM	"N#CC(C)(C)/N=N/C(C)(C)C#N"
"NCGC00260105-01"	"Tox21_202556"	"121-60-8"	144209754	"4-(Acetylamino)benzenesulfonyl chloride"	"F"	"C"	"8481"	16-JAN-19 01.02.54.000000000 PM	"O=S(Cl)(=O)c1ccc(NC(C)=O)cc1"
"NCGC00259439-01"	"Tox21_201890"	"96-23-1"	144209088	"1,3-Dichloro-2-propanol"	"A"	"A"	"7289"	16-JAN-19 01.02.54.000000000 PM	"ClCC(O)CCl"
"NCGC00259440-01"	"Tox21_201891"	"135-88-6"	144209089	"N-Phenyl-2-naphthylamine"	"A"	"A"	"8679"	16-JAN-19 01.02.54.000000000 PM	"c1cc3ccccc3cc1Nc2ccccc2"
