condition_concept_name	organ_type
Cataract congenital	
Congenital eye disorder	
Strabismus congenital	
Retinoblastoma	
Congenital gastric anomaly	
Gastrointestinal disorder congenital	
Gastroschisis	
Congenital megacolon	
Duodenal atresia	
Intestinal malrotation	
Congenital hepatobiliary anomaly	
Congenital hepatomegaly	
Congenital syphilis	
Congenital infection	
Congenital toxoplasmosis	
Congenital HIV infection	
Congenital cytomegalovirus infection	
Congenital herpes simplex infection	
Galactosaemia	
Craniofacial dysostosis	
Phalangeal agenesis	
Brachycephaly	
Hemivertebra	
Congenital clavicular agenesis	
Congenital multiplex arthrogryposis	
Meningocele	
Spina bifida occulta	
Cerebral dysgenesis	
Dandy-Walker syndrome	
Congenital neurological disorder	
Congenital hydronephrosis	
Congenital urethral anomaly	
Urethral valves	
Congenital pyelocaliectasis	
Kidney duplex	
Renal fusion anomaly	
Congenital megaureter	
Congenital ureteric anomaly	
Double ureter	
Breast malformation	
Congenital genital malformation	
Diaphragmatic aplasia	
Choanal atresia	
Congenital cystic lung	
Congenital hair disorder	
Aplasia cutis congenita	
Congenital generalised lipodystrophy	
Congenital naevus	
Naevus flammeus	
Skin malformation	
Ear infection staphylococcal	
Otosalpingitis	
Adrenal cortex necrosis	
Thyroid gland abscess	
Disorder of globe	
Eye infection syphilitic	
Ocular vasculitis	
Retinoblastoma unilateral	
Vision abnormal neonatal	
Proctitis herpes	
Vomiting neonatal	
Oral hairy leukoplakia	
Meconium peritonitis	
Pruritus ani	
Ascites infection	
Application site nodule	
Sudden infant death syndrome	
Predisposition to disease	
AIDS cholangiopathy	
Biliary fistula	
Adenoviral hepatitis	
Hepatitis D	
Acute HIV infection	
End stage AIDS	
HIV peripheral neuropathy	
Kaposi's sarcoma AIDS related	
Mycobacterium avium complex immune restoration disease	
HIV disease progression	
Upper respiratory tract infection bacterial	
Vaginitis gardnerella	
Neurosyphilis	
Secondary syphilis	
Urethritis chlamydial	
Meningitis neonatal	
Abortion infected	
Funisitis	
Borderline leprosy	
Visceral leishmaniasis	
Microsporidia infection	
Meningitis enteroviral	
Buschke-Lowenstein's tumour	
Retroviral infection	
Retropharyngeal abscess	
Alcoholic psychosis	
Foetal tobacco exposure	
Birth trauma	
Cephalhaematoma	
Retained products of conception	
Vaccination failure	
17-hydroxyprogesterone increased	
Alpha 1 foetoprotein amniotic fluid abnormal	
Amniocentesis abnormal	
Foetal heart rate increased	
Prenatal screening test abnormal	
Ultrasound antenatal screen	
Rhesus antibodies positive	
T-lymphocyte count abnormal	
Cryoglobulins present	
Low density lipoprotein	
Blood pyruvic acid decreased	
Lactate pyruvate ratio abnormal	
Syphilis test positive	
Toxoplasma serology positive	
Blood HIV RNA	
Blood HIV RNA below assay limit	
Blood HIV RNA decreased	
CSF virus identified	
Genotype drug resistance test	
Genotype drug resistance test positive	
Hepatitis A positive	
Alpha 1 foetoprotein abnormal	
Urine phosphate decreased	
Semen viscosity decreased	
Ultrasound uterus abnormal	
Antiviral drug level above therapeutic	
Antiviral drug level below therapeutic	
HBV DNA increased	
Neonatal hyponatraemia	
Selenium deficiency	
Fat atrophy	
Haemophilic arthropathy	
Premature closure of cranial sutures	
Fibrosarcoma	
Eaton-Lambert syndrome	
Placental chorioangioma	
Neuritis cranial	
Spinal cord paralysis	
Tremor neonatal	
Tethered cord syndrome	
Abortion spontaneous complete	
Shoulder dystocia	
Breech delivery	
Cervix dystocia	
Complication of delivery	
Thrombophlebitis neonatal	
Meconium increased	
Neonatal anoxia	
Transient tachypnoea of the newborn	
Umbilical cord prolapse	
Placenta accreta	
Placental necrosis	
Vasa praevia	
Normal labour	
Pyelectasia	
Cervix haemorrhage uterine	
Shortened cervix	
Fallopian tube obstruction	
Chordee	
Late developer	
Occupational exposure to drug	
Maternal alcohol use	
Selective abortion	
Genetic polymorphism	
Chronic hepatitis B	
Hepatitis A virus test positive	
Cryptococcus test positive	
Urine phosphorus decreased	
Congenital skin dimples	
Pituitary hyperplasia	
Catheter site bruise	
Acute hepatitis C	
Preterm premature rupture of membranes	
Chronic right ventricular failure	Cardiac
Eisenmenger's syndrome	
Pulmonary arteriovenous fistula	Pulmonary
Hereditary haemorrhagic telangiectasia	
Deafness traumatic	
Eustachian tube obstruction	
Chloropsia	
Administration site infection	
Catheter site urticaria	
Infusion site cellulitis	
Infusion site dermatitis	
Infusion site pustule	
Cell-mediated immune deficiency	
Alternaria infection	
Herpes dermatitis	
Device connection issue	
Dihydrotestosterone increased	
Blood count	
Liver function test	
pH body fluid abnormal	
Blood culture negative	
Sleep study	
Optic nerve cup/disc ratio decreased	
Biopsy bladder	
Semen analysis abnormal	
Semen viscosity increased	
Semen volume increased	
Blood carbon monoxide increased	
Testicular neoplasm	
Lung carcinoma cell type unspecified stage III	Pulmonary
Melanoma recurrent	
Cerebral circulatory failure	
Pseudoparalysis	
Alexia	
Intrapartum haemorrhage	
Calculus prostatic	
Orchitis noninfective	
Penile exfoliation	
Testicular retraction	
Pulmonary vein occlusion	Pulmonary
Pregnancy of partner	
Cardiopulmonary bypass	
Heart and lung transplant	
Pulmonary valve replacement	
Tricuspid valve repair	
Balloon atrial septostomy	
Systemic-pulmonary artery shunt	
Abdominal exploration	
Gastric polypectomy	
Oesophageal dilation procedure	
Extracorporeal membrane oxygenation	
Laryngeal operation	
Testicular operation	
Ovarian operation	
Urostomy	
Respiratory therapy	
Device therapy	
Emergency care	
Therapeutic aspiration	
Arterial aneurysm repair	
Venous operation	
Immunoglobulin G4 related sclerosing disease	
Humidity intolerance	
Dermal absorption impaired	
Exposure via semen	
Influenza B virus test positive	
Radical cystectomy	
Partial lung resection	
Diet noncompliance	
Eye contusion	
Exposure via body fluid	
Post procedural contusion	
Catheter site extravasation	
Catheter site vesicles	
Catheter site discolouration	
Catheter site warmth	
Anticoagulation drug level abnormal	
Catheter management	
Ovarian hyperstimulation syndrome	
Diffuse large B-cell lymphoma stage I	
Homocystinuria	
Marfan's syndrome	
Metatarsus primus varus	
Myotonia congenita	
Urinary tract malformation	
Ear infection bacterial	
Diabetic dermopathy	
Paresis anal sphincter	
Tooth development disorder	
Gastroduodenal haemorrhage	
Anal candidiasis	
Lupus enteritis	
Jejunal stenosis	
Intestinal diaphragm disease	
Oesophageal ulcer perforation	
Gastric cancer stage II	
Tongue abscess	
Product dropper issue	
Drug physiologic incompatibility	
Kaposi's varicelliform eruption	
Diffuse vasculitis	
Vulval cellulitis	
Arthritis salmonella	
Toxic shock syndrome streptococcal	
Acute pulmonary histoplasmosis	
Tinea manuum	
Salpingo-oophoritis	
Tuberculosis of genitourinary system	
Vulvovaginitis trichomonal	
Procedural headache	
Cortisol free urine decreased	
Biopsy rectum abnormal	
Monocyte count abnormal	
Bacterial DNA test positive	
Tuberculosis test positive	
Herpes simplex DNA test positive	
Biopsy endometrium	
Biopsy prostate abnormal	
Mammogram	
Barbiturates positive	
Chondromatosis	
Germ cell cancer	
Urinary tract neoplasm	
Lung adenocarcinoma stage II	Pulmonary
Malignant respiratory tract neoplasm	
Skin neoplasm bleeding	
Abortion early	
High risk pregnancy	
Nosophobia	
Brief psychotic disorder with marked stressors	
Insomnia related to another mental condition	
Menopausal disorder	
Pulmonary microemboli	Pulmonary
Laryngeal inflammation	
Tonsillar inflammation	
Koebner phenomenon	
Bereavement	
Ventriculo-peritoneal shunt	
Female genital operation	
Ocular rosacea	
Thyroid cancer recurrent	
Epidural fibrosis	
Femoroacetabular impingement	
Dropped head syndrome	
Gross motor delay	
Truancy	
Exposure via blood	
Activated protein C resistance	
Follicle centre lymphoma, follicular grade I, II, III	
Follicle centre lymphoma, follicular grade I, II, III stage IV	
Primary mediastinal large B-cell lymphoma	
Lymphostasis	
Accessory spleen	
Eosinophilic fasciitis	
Cyclic neutropenia	
Erythrophagocytosis	
Hypertensive cardiomegaly	Cardiac
Pulmonary valve disease	
Congenital aortic atresia	
Hereditary disorder	
Heterotaxia	
Phenylketonuria	
Pseudocholinesterase deficiency	
Dihydropyrimidine dehydrogenase deficiency	
Congenital brain damage	
Liddle's syndrome	
Respiratory tract malformation	
Acrodermatitis enteropathica	
Melkersson-Rosenthal syndrome	
Necrobiosis lipoidica diabeticorum	
Virilism	
Feminisation acquired	
Insulin autoimmune syndrome	
Isolated adrenocorticotropic hormone deficiency	
Postpartum hypopituitarism	
Carcinoid tumour of the prostate	
Malignant neoplasm of islets of Langerhans	
Thyroiditis chronic	
Hypothyroidic goitre	
Blepharopachynsis	
Choroid melanoma	
Lacrimal duct neoplasm	
Vitreous adhesions	
Vitreous loss	
Optic disc drusen	
Anal polyp	
Intra-abdominal haemangioma	
Appendiceal mucocoele	
Complications of intestinal transplant	
Gastric fistula	
Campylobacter intestinal infection	
Cytomegalovirus enteritis	
Proctitis haemorrhagic	
Peritoneal carcinoma metastatic	
Malignant palate neoplasm	
Cheilitis granulomatosa	
Pigmentation lip	
Postoperative constipation	
Vessel puncture site pain	
Implant site discharge	
Implant site mass	
Diapedesis	
Encapsulation reaction	
Perforation bile duct	
Portal vein phlebitis	
Urticaria thermal	
Lupus vasculitis	
Paraneoplastic dermatomyositis	
Nodular vasculitis	
Erythema migrans	
Haemophilus sepsis	
Cystitis pseudomonal	
Mucocutaneous candidiasis	
Oropharyngitis fungal	
Infected bunion	
Infected epidermal cyst	
Periumbilical abscess	
Infective aneurysm	
Rabies	
Stoma site infection	
Back crushing	
Vaginal contraceptive device expelled	
Exposure to contaminated device	
Tracheomalacia	
Mechanical ventilation complication	
Cardiac monitoring	
Cardiovascular function test abnormal	
Ultrasound Doppler	
Blood pressure systolic inspiratory decreased	
Pulmonary arterial pressure	
Venous pressure	
Alpha hydroxybutyrate dehydrogenase increased	
Blood creatine phosphokinase MB decreased	
Troponin T	
Foetal monitoring	
Blood elastase increased	
Lipase	
Biopsy tongue abnormal	
Peritoneal effluent leukocyte count increased	
Coombs test negative	
Megakaryocytes	
Bleeding time abnormal	
Russell's viper venom time abnormal	
Thrombin-antithrombin III complex increased	
Blast cells	
Eosinophil percentage abnormal	
Macrophages increased	
White blood cell morphology abnormal	
Anti-insulin receptor antibody positive	
Ultrasound scan	
High density lipoprotein	
PO2 abnormal	
Brain natriuretic peptide decreased	
Borrelia burgdorferi serology positive	
Culture throat positive	
Hepatitis B antibody abnormal	
Hepatitis B antigen positive	
Antiacetylcholine receptor antibody positive	
Japan coma scale abnormal	
Angiogram retina abnormal	
Corneal light reflex test abnormal	
Electrooculogram abnormal	
Ear, nose and throat examination abnormal	
Reticulin increased	
Blood creatine	
Urine albumin/creatinine ratio abnormal	
Spermatozoa progressive motility decreased	
Biopsy endometrium abnormal	
Aspiration tracheal	
Aspiration tracheal abnormal	
Cardioactive drug level	
Blood aluminium increased	
Blood sodium	
Vitamin A deficiency	
Synostosis	
Palindromic rheumatism	
Floppy infant	
Sarcopenia	
Purple glove syndrome	
Benign soft tissue neoplasm	
Alveolar soft part sarcoma	
Leiomyosarcoma metastatic	
Metastases to peripheral vascular system	
Angiosarcoma metastatic	
Ovarian germ cell teratoma benign	
Lung carcinoma cell type unspecified stage I	Pulmonary
Basilar artery thrombosis	
Basilar artery stenosis	
Meige's syndrome	
Adrenergic syndrome	
Sleep inertia	
Delayed sleep phase	
Anterior spinal artery syndrome	
Spinal claudication	
Habitual abortion	
Retracted nipple	
Cotard's syndrome	
Aversion	
School refusal	
Psychological factor affecting medical condition	
Delusional disorder, mixed type	
Reactive psychosis	
Sleep disorder due to general medical condition, mixed type	
Renovascular hypertension	
Ureteral spasm	
Bladder constriction	
Prostatic mass	
Spermatogenesis abnormal	
Testicular hypertrophy	
Testis discomfort	
Uterine obstruction	
Mendelson's syndrome	
Pulmonary artery aneurysm	Pulmonary
Prolonged expiration	
Sinusitis noninfective	
Keratosis pilaris	
Polymorphic light eruption	
Subcorneal pustular dermatosis	
Nail pitting	
Capillaritis	
Angiokeratoma	
Solar elastosis	
Aborted pregnancy	
Joint stabilisation	
Ligament operation	
Benign breast lump removal	
Breast cyst excision	
Radiotherapy to breast	
Eye irrigation	
Rectal polypectomy	
Gastrointestinal disorder therapy	
Enema administration	
Large intestine anastomosis	
Duodenal operation	
Gingivectomy	
Facial operation	
Laryngectomy	
Vasectomy	
Penile operation	
Brachytherapy to prostate	
Hydrocele operation	
Cranioplasty	
Ventricular drainage	
Coccygectomy	
Myomectomy	
Nephrostomy tube placement	
Ureteral stent removal	
Urethral dilation procedure	
Urinary tract operation	
Tracheal operation	
Brachytherapy	
Cytoreductive surgery	
Drain removal	
Kinesitherapy	
Aneurysmectomy	
Arteriovenous graft	
Sclerotherapy	
Diastolic hypotension	
Carotidynia	
Narcotic bowel syndrome	
Colon dysplasia	
Small intestinal bacterial overgrowth	
Carbohydrate intolerance	
Mesenteric neoplasm	
Actinic cheilitis	
Device pacing issue	
Herbal interaction	
Deficiency of bile secretion	
Foetal exposure during delivery	
Neurone-specific enolase increased	
Vaginal prolapse repair	
Computerised tomogram head abnormal	
Peripheral artery bypass	
Intraductal papillary-mucinous carcinoma of pancreas	
Muscle contusion	
Diagnostic aspiration	
Osteosarcoma	
Vaccination site inflammation	
Leukoerythroblastosis	
Visceral pain	
Injected limb mobility decreased	
Product sterility lacking	
Epididymitis tuberculous	
Radiation neuropathy	
Androgens abnormal	
Blood testosterone normal	
Free prostate-specific antigen decreased	
Prostatic specific antigen	
Desmoid tumour	
Sweat gland tumour	
Radiotherapy to bone	
Ureterectomy	
Abscess sterile	
Purpura non-thrombocytopenic	
Splenic varices	
Idiopathic neutropenia	
Heart alternation	Cardiac
Mitral valve atresia	
Ectopia cordis	
Truncus arteriosus persistent	
Cardiomyopathy alcoholic	
Cytotoxic cardiomyopathy	Cardiac
Interventricular septum rupture	Cardiac
Pericarditis adhesive	
Cerebrovascular arteriovenous malformation	
Congenital eye naevus	
Mucopolysaccharidosis VI	
Craniotabes	
Familial periodic paralysis	
Adrenocortical carcinoma	
Ectopic antidiuretic hormone secretion	
Conjunctival erosion	
Eyelid erosion	
Conjunctival ulcer	
Toxocariasis	
Gastroduodenitis haemorrhagic	
Periproctitis	
Foetor hepaticus	
Intestinal congestion	
Post-tussive vomiting	
Gastrooesophageal cancer	
Lip and/or oral cavity cancer recurrent	
Laryngopharyngitis	
Instillation site erythema	
Bilirubin excretion disorder	
Portal vein stenosis	
Retrograde portal vein flow	
Hepatitis granulomatous	
Cryofibrinogenaemia	
Refractoriness to platelet transfusion	
Listeria encephalitis	
Pasteurella infection	
Cryptococcal cutaneous infection	
Endotoxaemia	
Pseudofolliculitis barbae	
Emphysematous cystitis	
Ventriculoperitoneal shunt malfunction	
Pocket erosion	
Cardiac pacemaker evaluation	
Increased ventricular afterload	
Blood luteinising hormone increased	
Oesophagoscopy abnormal	
Anti factor VIII antibody test	
Coagulation factor XIII level decreased	
Fibrin decreased	
Kaolin cephalin clotting time abnormal	
Plasma viscosity decreased	
Basophil percentage increased	
Portal vein pressure increased	
Base excess positive	
Oxygen saturation immeasurable	
PCO2 abnormal	
Blood glucose normal	
N-terminal prohormone brain natriuretic peptide	
Ubiquinone decreased	
Hepatitis B DNA increased	
Virus serology test positive	
Myoglobin blood present	
Biopsy peripheral nerve abnormal	
Haemoglobin urine present	
Oncocytoma	
Haemorrhagic tumour necrosis	
Malignant neoplasm of uterine adnexa	
Large cell carcinoma of the respiratory tract stage unspecified	
Cerebrospinal fluid retention	
Femoral nerve palsy	
